order_item_key,order_key,product_key,seller_key,price,freight_value
12073,597,11286,1934,29.90,16.79
12074,15623,5429,731,57.49,9.94
12075,86667,25451,70,84.90,23.39
12076,41928,19866,1953,199.00,42.15
12077,63912,17752,2995,35.00,16.79
12078,5386,21902,2717,19.90,16.11
12079,89547,26172,2243,59.90,13.44
12080,15386,11506,2423,72.99,11.73
12081,56256,24266,2717,109.00,38.31
12082,79931,3003,1565,85.00,8.95
12083,68917,32032,392,24.00,11.85
12084,46367,22943,2669,108.90,13.42
12085,84559,17246,448,750.00,61.51
12086,12039,15125,2810,46.00,22.25
12087,43704,16310,704,249.00,19.84
12088,45458,2827,2321,199.00,12.89
12089,72759,12028,763,9.90,8.72
12090,90483,30200,2902,109.90,23.49
12091,54226,6174,2181,189.00,27.64
12092,49918,28169,697,39.00,14.52
12093,58321,16391,2902,289.90,10.22
12094,23357,30386,231,89.50,13.75
12095,22404,125,1716,227.00,13.93
12096,6596,4166,2276,158.80,17.36
12097,28363,15286,2653,239.90,43.96
12098,61755,3812,163,24.50,11.85
12099,17443,7806,2496,210.00,28.02
12100,56774,19160,2600,49.00,7.60
12101,30275,5863,2170,190.83,3.45
12102,30275,14494,2170,190.83,28.72
12103,63831,24260,2987,299.99,63.68
12104,12928,16327,2717,79.00,17.80
12105,90546,22686,2708,69.99,11.15
12106,53684,25799,2995,55.50,9.34
12107,76776,5822,3083,49.90,17.09
12108,69744,17605,237,24.90,12.35
12109,91543,10227,937,89.99,15.38
12110,42504,7276,1588,209.99,35.46
12111,41677,21700,1672,45.99,26.61
12112,58948,3335,2462,179.90,24.48
12113,80291,3694,2312,190.23,16.21
12114,80291,3694,2312,190.23,16.21
12115,6998,19918,1801,113.00,17.53
12116,32339,19153,2038,37.90,15.10
12117,10995,20483,2070,117.90,15.58
12118,53897,31981,744,149.65,18.93
12119,96917,27368,937,56.99,14.57
12120,42664,12278,2902,168.90,23.11
12121,48959,1303,70,89.90,16.26
12122,27297,30231,1439,139.90,26.26
12123,95865,19370,70,86.90,14.70
12124,54639,31600,2593,26.90,4.57
12125,54639,11776,2826,79.90,32.02
12126,87116,10292,2717,89.00,13.64
12127,14401,20633,1225,49.99,15.10
12128,88535,25584,3064,34.99,8.40
12129,44434,6943,990,107.70,17.46
12130,82300,15830,203,29.90,15.23
12131,27760,2355,2156,23.90,7.39
12132,88645,29530,2115,79.90,15.31
12133,64303,29628,1091,34.99,7.39
12134,40783,3883,711,29.00,14.10
12135,74911,29599,1904,18.38,7.39
12136,74911,29599,1904,18.38,7.39
12137,93760,24336,893,177.90,22.96
12138,98944,8964,2839,58.67,14.16
12139,66983,28910,1099,63.49,23.59
12140,51776,3926,448,750.00,68.40
12141,65375,6203,2423,229.99,14.16
12142,84056,20567,937,49.99,8.72
12143,84056,20567,937,49.99,8.72
12144,15954,14217,2321,219.00,15.62
12145,86143,26154,1565,75.00,20.02
12146,86143,26154,1565,75.00,20.02
12147,86143,26154,1565,75.00,20.02
12148,91602,23924,818,99.90,22.41
12149,86404,19375,1048,13.99,14.10
12150,6618,32755,423,119.94,36.86
12151,6618,32755,423,119.94,36.86
12152,71990,30109,2593,59.00,8.27
12153,9171,26463,52,95.00,15.77
12154,85407,16425,1281,98.00,31.36
12155,27681,934,555,159.00,20.60
12156,95923,7098,2321,59.00,13.07
12157,51620,18546,1073,59.70,15.17
12158,30678,24022,2266,59.90,11.73
12159,25212,23086,777,129.90,34.27
12160,701,29441,1518,39.90,9.94
12161,54142,727,183,120.00,36.16
12162,48330,29674,1012,89.90,11.65
12163,54347,15318,2902,179.91,15.01
12164,51249,23115,345,48.00,19.59
12165,51249,23115,345,48.00,19.59
12166,51249,23115,345,48.00,19.59
12167,51249,23115,345,48.00,19.59
12168,51249,23115,345,48.00,19.59
12169,51249,23115,345,48.00,19.59
12170,27518,27828,1057,69.90,23.29
12171,62823,10548,13,119.90,15.72
12172,398,3602,3083,25.00,8.34
12173,62090,8123,1716,65.00,35.77
12174,30076,30272,2858,14.99,14.52
12175,70600,6991,2494,36.90,16.11
12176,22416,5326,168,249.90,35.00
12177,4066,31583,1073,43.48,17.78
12178,78925,2082,1850,75.00,18.41
12179,78925,2082,1850,75.00,18.41
12180,84521,11568,524,99.90,11.79
12181,2376,14152,2681,19.90,18.24
12182,48471,11379,2606,88.20,8.36
12183,68524,9278,1305,159.90,22.20
12184,39040,19171,711,65.00,15.20
12185,58378,28926,10,252.00,15.51
12186,46137,8651,1150,99.00,15.45
12187,90357,6220,1863,65.00,32.90
12188,68553,8305,1842,112.00,15.53
12189,68553,8305,1842,112.00,15.53
12190,94384,6104,709,44.90,23.11
12191,94384,6104,709,44.90,23.11
12192,94384,31433,709,64.90,17.33
12193,67626,32874,423,79.99,66.93
12194,67626,32874,423,79.99,66.93
12195,67626,32874,423,79.99,66.93
12196,67626,32874,423,79.99,66.93
12197,67626,32874,423,79.99,66.93
12198,67626,32874,423,79.99,66.93
12199,87218,3611,1057,69.90,18.37
12200,96635,26750,184,75.90,15.63
12201,41422,15304,714,139.90,16.09
12202,68380,25263,1503,55.90,17.64
12203,12202,30358,223,99.15,14.03
12204,91330,6707,731,61.49,7.87
12205,20116,30907,2707,250.00,26.59
12206,85175,14071,1672,76.00,17.78
12207,85175,14071,1672,76.00,17.78
12208,85175,14071,1672,76.00,17.78
12209,15181,19655,2153,99.90,19.19
12210,35566,898,2421,1349.99,41.90
12211,91923,24174,937,56.99,8.72
12212,18657,16327,2717,79.00,17.80
12213,42785,6096,1919,64.99,14.91
12214,42785,17562,1919,64.99,14.91
12215,77748,15401,585,104.49,15.48
12216,49920,12627,2290,66.41,15.57
12217,28174,1778,3094,129.90,24.06
12218,42880,16231,524,179.90,26.10
12219,71874,26566,2956,163.00,16.76
12220,72935,17699,505,89.90,23.43
12221,90222,8803,2577,68.90,16.92
12222,34430,29978,553,45.00,19.51
12223,98127,8806,1382,17.99,18.23
12224,98127,8806,1382,17.99,18.23
12225,19862,15100,2688,199.90,18.65
12226,21408,24628,1749,43.00,13.88
12227,76356,10119,2979,24.00,15.27
12228,64418,12846,2209,138.50,13.41
12229,62872,12066,1677,385.60,24.99
12230,39015,4622,1225,30.90,50.85
12231,80150,32690,1565,39.99,8.72
12232,6004,14156,2246,35.00,17.00
12233,96076,16235,524,79.90,9.29
12234,96076,16235,524,79.90,9.29
12235,46235,1577,1266,248.99,41.73
12236,56042,25079,2049,24.90,7.39
12237,56042,25079,2049,24.90,7.39
12238,56042,25079,2049,24.90,7.39
12239,71819,23697,1290,29.99,18.23
12240,71819,23697,1290,29.99,18.23
12241,46849,2950,608,23.80,14.10
12242,46849,2950,608,23.80,14.10
12243,68422,4166,2276,169.90,21.59
12244,65699,31476,2642,68.90,17.73
12245,58806,29811,2885,149.90,27.90
12246,31035,21990,2139,24.00,15.27
12247,44977,28413,1305,74.80,23.32
12248,31182,30554,524,89.90,17.88
12249,59331,3431,587,119.90,16.60
12250,59331,3431,587,119.90,16.60
12251,9175,20714,2301,149.90,21.54
12252,15590,28188,1536,29.90,7.47
12253,15590,28188,1536,29.90,7.47
12254,15590,28188,1536,29.90,7.47
12255,15590,28188,1536,29.90,7.47
12256,15590,28188,1536,29.90,7.47
12257,85778,18593,689,34.90,14.52
12258,66714,7998,1304,148.50,38.59
12259,5757,10633,28,229.79,19.41
12260,20857,28589,1988,60.00,13.78
12261,10571,12663,225,24.99,22.85
12262,31294,24330,711,45.00,7.58
12263,38565,18893,2243,49.90,20.99
12264,4136,15448,1384,86.99,17.86
12265,83051,29779,792,42.90,17.97
12266,83051,29779,792,42.90,17.97
12267,76492,623,1974,44.99,15.23
12268,76492,623,1974,44.99,15.23
12269,87392,17647,2300,449.00,37.59
12270,75361,24984,2091,49.90,17.60
12271,12097,22345,575,165.00,29.55
12272,13904,26265,1055,35.99,46.88
12273,89600,26672,121,249.99,18.85
12274,77029,14928,89,79.90,19.75
12275,63921,32380,2423,129.99,18.16
12276,31819,29946,58,13.47,18.23
12277,5727,20776,2995,99.00,13.03
12278,78982,31313,2297,69.90,15.37
12279,78318,25341,1248,79.99,8.91
12280,76374,4331,937,23.99,21.15
12281,80342,5626,526,129.00,54.65
12282,37878,11358,2243,49.90,28.75
12283,45241,3250,1902,139.90,17.42
12284,17998,30223,524,29.90,11.85
12285,23470,22667,673,147.90,37.13
12286,60417,1663,1057,99.90,16.46
12287,18047,15479,1113,27.99,14.10
12288,65456,4331,937,23.99,15.10
12289,49961,1516,2810,46.90,15.10
12290,46028,11363,222,729.08,55.82
12291,21497,18893,2243,49.00,19.66
12292,52454,17836,663,53.00,19.34
12293,90045,19489,355,59.90,17.99
12294,7333,19420,2139,36.82,18.36
12295,29873,9884,508,30.00,18.23
12296,64678,13970,576,84.90,18.16
12297,55600,29461,443,69.99,15.24
12298,71296,23165,1319,849.90,37.47
12299,41066,8195,663,19.90,18.23
12300,33707,24602,1382,9.90,7.78
12301,49809,8671,2642,62.90,14.17
12302,46282,7325,811,55.90,12.74
12303,46282,12297,811,54.90,17.54
12304,88214,19696,2235,99.00,14.45
12305,66404,29443,2582,48.90,10.96
12306,34656,8408,2066,72.00,7.39
12307,27175,30921,1820,69.90,9.34
12308,56933,21719,677,34.99,18.23
12309,86358,8309,301,19.89,17.06
12310,36894,24709,1304,118.56,12.33
12311,45416,9754,3075,104.50,15.94
12312,3029,17541,447,10.00,15.10
12313,27619,29614,744,97.65,37.37
12314,99051,27414,2781,375.00,24.56
12315,22686,15990,1148,139.90,105.44
12316,28829,17678,1922,226.80,23.52
12317,75024,24393,2060,139.99,27.52
12318,11524,31399,635,79.99,13.58
12319,13315,3716,2606,87.99,17.33
12320,16913,26211,1103,45.80,17.60
12321,16008,6468,1382,12.90,21.15
12322,5233,15666,1045,65.00,17.88
12323,61566,18944,2494,52.90,15.12
12324,36063,8533,665,31.90,16.79
12325,62790,18477,1186,23.90,15.10
12326,84840,15511,2593,99.00,44.27
12327,4959,19001,345,120.00,14.59
12328,44694,30048,711,35.00,15.35
12329,79161,15424,905,380.00,39.06
12330,91593,9452,3032,254.90,19.03
12331,13655,14668,280,149.99,9.61
12332,56083,14451,2609,119.40,22.77
12333,91845,9160,510,269.00,17.64
12334,94089,25869,2424,31.99,8.38
12335,54433,14199,1281,105.00,13.17
12336,89351,7582,1656,19.90,18.23
12337,66058,7800,2462,142.90,27.73
12338,12434,32478,731,65.00,16.21
12339,97019,32329,1565,45.00,15.11
12340,44687,17990,2321,169.90,13.85
12341,20770,29955,566,65.00,18.99
12342,18915,4093,721,39.00,7.78
12343,65870,20626,2743,43.20,8.46
12344,8416,18221,711,29.00,11.85
12345,64964,15524,2247,134.90,9.68
12346,17737,24860,716,10.00,12.79
12347,66778,21169,711,78.00,16.99
12348,86968,11268,58,12.90,14.10
12349,85932,3158,2717,79.00,17.80
12350,46809,7679,449,199.90,38.54
12351,46809,7679,449,199.90,38.54
12352,46809,7679,449,199.90,38.54
12353,57460,30858,2032,50.00,19.32
12354,5365,32814,1346,29.90,21.19
12355,92867,23827,2642,119.90,18.46
12356,49315,26783,2326,409.00,17.62
12357,1039,20007,524,99.90,15.01
12358,39114,27973,2370,735.00,23.32
12359,79471,2380,696,29.90,9.44
12360,41019,12294,306,138.00,17.49
12361,35949,28077,2606,97.00,25.52
12362,31747,22281,1682,189.90,17.52
12363,20096,32793,1460,41.90,20.80
12364,7605,5064,778,39.90,9.34
12365,47700,3948,2011,31.99,7.48
12366,94371,28678,1590,38.90,44.81
12367,71699,32003,807,47.90,15.10
12368,5053,20413,2170,146.00,15.77
12369,24230,29162,1656,19.90,15.10
12370,56253,9701,1583,79.00,23.09
12371,60571,17477,1495,399.90,84.65
12372,93961,16371,2527,54.39,12.72
12373,10214,10722,323,34.00,16.05
12374,34045,20180,258,39.90,9.74
12375,77788,29649,423,69.99,48.62
12376,35777,3817,544,79.90,19.75
12377,58660,17238,52,110.32,8.03
12378,46998,29223,1382,12.90,7.39
12379,81628,29366,1919,43.90,12.77
12380,81628,22968,633,22.49,25.54
12381,81628,29051,2568,88.00,12.77
12382,81628,14395,1227,29.99,12.77
12383,81628,22968,633,22.49,25.54
12384,81628,5730,1919,43.90,12.77
12385,81628,28017,1122,56.00,12.77
12386,28819,3099,151,129.00,14.65
12387,96090,18645,239,59.90,18.70
12388,30697,31233,233,35.00,8.88
12389,30697,31233,233,35.00,8.88
12390,30697,31233,233,35.00,8.88
12391,97938,9743,482,79.90,14.29
12392,30489,16995,1624,89.99,33.22
12393,21271,31571,1718,55.00,12.83
12394,21271,13922,1718,55.00,12.83
12395,9762,23076,1113,37.99,7.53
12396,68552,26056,2073,68.90,18.28
12397,55757,5086,1163,68.90,16.45
12398,35443,2400,2153,154.90,13.66
12399,16380,11216,118,32.99,21.53
12400,16380,23625,401,69.90,21.53
12401,10895,15375,1629,89.90,12.13
12402,10895,15375,1629,89.90,12.13
12403,10895,15375,1629,89.90,12.13
12404,10895,15375,1629,89.90,12.13
12405,60149,12904,171,167.00,14.92
12406,80515,14224,1419,27.90,11.22
12407,73312,17598,2018,169.99,21.68
12408,80146,15854,237,24.90,7.55
12409,91898,22064,2717,49.00,17.60
12410,6767,32485,1557,149.00,14.79
12411,58121,25451,70,88.00,11.60
12412,24536,25951,1346,34.90,14.52
12413,71774,12914,2642,139.90,34.18
12414,34286,32207,1716,199.00,12.89
12415,77886,19550,1012,121.99,17.10
12416,83835,31357,2243,59.90,17.67
12417,16813,15892,2337,55.00,13.41
12418,68176,25798,3032,122.90,16.62
12419,74074,4331,937,19.99,10.96
12420,10728,21037,2707,64.99,15.20
12421,2492,22462,1752,227.90,16.48
12422,82117,20214,2011,49.49,7.61
12423,79891,14288,526,110.00,20.65
12424,20951,23938,619,69.90,23.36
12425,20951,23938,619,69.90,23.36
12426,90654,22327,1509,52.00,14.12
12427,68458,16018,2717,79.00,17.80
12428,24622,24355,1900,84.99,18.87
12429,42219,11040,583,670.00,32.07
12430,50499,22964,2876,391.87,36.91
12431,52808,5062,711,129.00,19.00
12432,21367,8932,881,88.00,23.20
12433,30605,8972,2390,119.90,21.33
12434,73821,4994,233,35.00,8.29
12435,69853,30872,714,49.95,16.79
12436,37048,26137,801,14.90,15.10
12437,11942,10754,510,98.00,36.01
12438,56364,24174,937,56.99,15.84
12439,61699,24308,1012,79.90,17.81
12440,2335,19970,689,32.90,8.72
12441,46206,15886,2447,119.99,20.33
12442,29054,29390,1488,102.00,18.81
12443,56299,20901,423,79.99,15.31
12444,118,24022,2266,59.90,14.13
12445,12423,9176,2321,102.90,13.16
12446,56789,20986,786,15.12,16.95
12447,14923,8226,2598,35.99,16.60
12448,14923,8226,2598,35.99,16.60
12449,76928,8192,1583,59.99,7.39
12450,64798,30515,2434,69.90,15.25
12451,53288,4901,12,23.99,12.79
12452,61536,11220,1566,299.00,91.32
12453,18367,30872,714,49.95,18.45
12454,59448,27469,611,89.18,24.75
12455,70575,25114,320,118.90,53.19
12456,6203,3434,535,21.49,13.61
12457,49153,1068,1195,288.00,19.90
12458,23703,16327,2717,79.00,17.80
12459,41818,4331,937,19.99,14.52
12460,45659,14922,1784,249.90,16.85
12461,97768,19816,744,1149.65,22.80
12462,96771,24720,1382,21.90,15.10
12463,57344,22374,524,129.90,16.54
12464,61299,12001,2439,16.49,7.39
12465,98721,4948,937,34.99,7.78
12466,74970,7903,2243,49.90,13.37
12467,11562,14706,876,380.00,21.63
12468,69043,9065,2858,79.99,25.84
12469,80099,18770,449,99.90,13.25
12470,40613,7079,1225,33.90,3.63
12471,40613,18413,1225,15.90,21.75
12472,40613,18413,1225,15.90,21.75
12473,40613,18413,1225,15.90,21.75
12474,40613,18413,1225,15.90,21.75
12475,40613,18413,1225,15.90,21.75
12476,40613,18413,1225,15.90,21.75
12477,20534,15996,2649,19.90,21.15
12478,85343,15178,1673,223.90,15.74
12479,43966,8760,937,59.99,26.96
12480,65020,24022,2266,59.90,21.26
12481,65020,24022,2266,59.90,21.26
12482,92753,18236,1290,29.99,7.78
12483,33591,14823,995,385.00,35.73
12484,33591,14823,995,385.00,35.73
12485,33591,14823,995,385.00,35.73
12486,33591,14823,995,385.00,35.73
12487,62893,17610,677,79.99,10.76
12488,62893,28059,677,79.99,18.45
12489,62893,23460,798,29.10,30.76
12490,84265,30876,1588,265.00,45.85
12491,25497,23963,279,49.90,23.50
12492,20283,23803,1113,24.99,12.84
12493,95987,8420,1290,48.99,51.06
12494,75122,15847,2377,82.99,17.83
12495,86963,15903,1149,130.00,18.16
12496,20220,21622,642,649.17,22.14
12497,91995,32777,2937,49.90,16.78
12498,54173,10194,2289,119.90,36.18
12499,36575,22878,1752,79.90,18.44
12500,6437,32676,1301,26.90,18.29
12501,14619,19370,70,89.90,15.38
12502,76540,9760,1382,23.70,15.10
12503,87269,11478,765,115.99,18.39
12504,8724,17268,2329,169.90,29.37
12505,27505,26154,1565,75.00,13.08
12506,27505,26154,1565,75.00,13.08
12507,72286,1059,524,119.90,12.79
12508,3859,3216,7,93.90,11.27
12509,93034,22802,1346,59.90,15.14
12510,93034,11782,1346,39.90,15.13
12511,91192,27072,2153,70.62,11.99
12512,1343,9351,2455,95.00,17.92
12513,33717,31665,513,99.90,0.00
12514,4111,18444,1801,107.00,15.50
12515,64150,7903,2243,59.90,17.67
12516,76678,20247,3012,75.27,21.02
12517,902,17090,2041,42.90,14.10
12518,68419,22710,665,31.90,25.63
12519,56826,17085,590,5.99,12.60
12520,67440,7037,118,16.99,12.48
12521,79657,19369,3091,289.00,173.02
12522,6877,356,1655,49.00,14.79
12523,87282,7976,2477,84.89,15.34
12524,50293,31349,2305,84.90,13.61
12525,52027,5834,777,179.90,29.42
12526,90113,7298,2452,199.00,22.47
12527,43111,18538,2376,44.90,19.50
12528,40443,12403,2153,59.90,17.26
12529,17996,14655,630,122.00,16.29
12530,3280,27861,1096,127.90,23.89
12531,30794,21580,2805,60.00,14.17
12532,58739,2800,861,69.99,19.46
12533,14208,4554,550,97.90,9.06
12534,49604,16389,731,76.49,8.28
12535,98081,20483,2070,109.90,15.52
12536,66899,1938,113,17.00,15.23
12537,36497,29811,2885,149.90,23.37
12538,20599,26837,171,67.00,16.91
12539,20599,26837,171,67.00,16.91
12540,55779,2097,508,20.40,18.23
12541,37570,1007,1974,19.99,15.10
12542,44105,9795,1257,73.90,9.27
12543,43169,23288,2170,598.99,15.69
12544,50087,8441,1223,120.00,58.92
12545,88206,14957,1000,589.99,29.41
12546,72830,1300,2494,36.90,14.52
12547,51532,22878,1752,79.90,13.00
12548,51532,22878,1752,79.90,13.00
12549,10100,3948,2011,32.99,18.33
12550,79413,27776,886,99.00,15.57
12551,79413,27776,886,99.00,15.57
12552,93790,27294,1057,69.90,18.59
12553,2311,2255,3007,122.99,8.63
12554,32138,1039,633,16.24,15.10
12555,55950,18804,2073,61.90,17.68
12556,79547,27215,1346,34.90,10.96
12557,21218,15359,1045,24.99,17.60
12558,94002,26987,777,179.90,18.55
12559,94002,26987,777,179.90,18.55
12560,66639,31956,2577,66.89,17.72
12561,75817,12732,97,29.90,10.96
12562,92368,1305,1740,59.80,19.61
12563,92368,1305,1740,59.80,19.61
12564,92368,1305,1740,59.80,19.61
12565,20575,29471,578,73.90,7.87
12566,76338,27514,2026,77.00,7.79
12567,92670,24022,2266,59.90,21.26
12568,44533,23901,2670,99.90,33.18
12569,1415,20042,1290,24.99,12.84
12570,73514,4507,2858,69.99,18.59
12571,64035,31824,167,69.00,9.47
12572,63245,27978,1922,740.00,30.46
12573,23420,4423,941,80.00,12.81
12574,11327,30433,24,29.00,15.10
12575,25148,8948,423,106.99,21.76
12576,25148,8948,423,106.99,21.76
12577,81361,26168,3068,135.00,64.37
12578,81361,26168,3068,135.00,64.37
12579,84020,7557,2115,339.00,17.12
12580,1746,23196,1225,18.90,25.63
12581,9556,2666,2313,329.90,24.02
12582,41262,20348,1113,17.99,15.10
12583,40964,5008,1100,29.99,11.85
12584,71337,6821,2911,99.70,17.14
12585,84886,1229,58,11.99,14.10
12586,22518,1663,1057,119.90,9.75
12587,30724,25289,2321,235.00,15.82
12588,12808,12790,2691,79.90,40.63
12589,51091,21758,619,299.90,13.60
12590,78091,15133,2179,39.90,22.93
12591,31647,17174,32,24.98,4.64
12592,31647,29916,32,87.37,10.22
12593,21379,10622,1428,29.90,8.88
12594,53821,12690,1850,59.00,7.87
12595,67731,11720,2423,229.99,22.10
12596,56362,9490,1100,79.99,11.76
12597,51656,3683,1266,166.99,27.49
12598,91969,13975,2010,59.90,15.17
12599,49012,31715,242,117.30,21.66
12600,68836,10255,524,179.90,14.09
12601,10617,10399,1974,68.99,8.72
12602,96616,3121,389,149.00,16.14
12603,79805,26967,1886,49.00,15.10
12604,26503,30022,1513,154.90,18.33
12605,18945,4410,1686,21.15,0.14
12606,18945,10383,1257,18.90,33.79
12607,30339,5099,757,310.01,67.38
12608,36357,7451,739,99.00,17.94
12609,78962,25375,140,109.00,16.20
12610,60732,7443,2233,65.00,15.56
12611,71851,8225,1246,72.00,18.65
12612,67865,30386,231,91.50,12.77
12613,48612,3655,1381,52.58,52.72
12614,26631,13839,2416,1140.90,20.57
12615,33101,11072,1474,29.99,17.63
12616,48529,30751,70,59.90,16.18
12617,88403,32001,882,295.00,44.48
12618,44913,622,259,49.90,16.95
12619,64384,20322,2118,70.90,15.25
12620,82896,7101,1565,29.50,20.84
12621,84280,26777,2034,36.90,17.92
12622,39971,7680,3056,45.00,15.11
12623,1793,30917,2423,89.99,23.21
12624,24068,14396,842,1599.00,84.14
12625,9587,30815,1057,119.90,16.60
12626,34308,11335,1225,69.50,12.83
12627,10115,28668,1864,50.99,18.24
12628,17298,3308,423,199.99,34.44
12629,17298,3308,423,199.99,34.44
12630,17298,3308,423,199.99,34.44
12631,20684,15160,242,94.30,17.37
12632,11733,19289,604,103.97,24.01
12633,27483,4331,937,19.99,11.85
12634,12085,9384,791,49.90,13.08
12635,70478,221,380,157.90,43.33
12636,41822,3254,233,229.00,58.27
12637,38597,2722,407,1780.00,36.11
12638,71560,28304,524,79.90,19.53
12639,56858,5012,2001,93.90,17.10
12640,53565,3988,1672,13.99,18.89
12641,70720,30231,1439,139.90,13.11
12642,67605,19649,1113,24.99,11.85
12643,41540,28630,13,109.90,12.27
12644,57594,12893,1120,169.99,8.05
12645,45544,32122,90,189.00,14.90
12646,2123,21808,2556,59.90,15.18
12647,29197,15489,2707,75.00,17.78
12648,42700,21707,1382,9.00,11.85
12649,95285,14759,2243,53.90,21.68
12650,95285,5118,2243,53.90,17.34
12651,95285,5118,2243,53.90,17.34
12652,95285,14759,2243,53.90,21.68
12653,450,31080,2305,74.90,30.47
12654,450,25529,2305,74.90,28.43
12655,17982,21003,2247,48.90,16.11
12656,70172,14762,1808,129.99,9.28
12657,71255,3881,3032,122.90,14.22
12658,9116,4256,524,89.90,13.21
12659,85520,31013,233,38.40,13.08
12660,85520,31013,233,38.40,13.08
12661,13176,623,1974,49.99,7.61
12662,50209,19709,1113,21.99,7.78
12663,69773,4389,2559,89.90,16.35
12664,34092,28052,731,17.00,9.94
12665,1659,11358,2243,49.00,13.44
12666,1535,26154,1565,69.90,20.98
12667,1535,26154,1565,69.90,20.98
12668,965,27159,2701,6.00,8.72
12669,7259,25280,1504,24.90,14.52
12670,71796,13253,2902,284.80,27.27
12671,48607,13833,2153,59.90,15.63
12672,81085,2476,70,68.90,23.06
12673,8742,28034,2810,43.50,12.79
12674,8742,28034,2810,43.50,12.79
12675,26679,21003,2247,48.90,13.92
12676,52131,26145,1717,50.90,16.12
12677,88855,7976,2262,84.90,12.72
12678,37510,26154,1565,75.00,13.08
12679,37510,26154,1565,75.00,13.08
12680,18494,16327,2717,79.00,17.80
12681,6599,29272,2907,199.00,40.56
12682,88797,21018,974,89.90,32.50
12683,88797,21018,974,89.90,32.50
12684,15450,25305,1565,90.00,9.38
12685,84765,24722,711,35.00,7.78
12686,47799,2648,1042,150.00,12.55
12687,13463,21549,2717,89.00,13.64
12688,89767,6971,2555,169.90,31.84
12689,25601,5861,524,199.90,14.87
12690,90741,2301,51,159.00,19.21
12691,25394,6799,1503,39.90,9.22
12692,25394,12670,1384,87.99,14.35
12693,96850,5432,2827,99.99,8.46
12694,4884,27944,524,219.90,26.38
12695,62832,2172,1076,25.90,15.23
12696,90380,30406,1405,88.90,42.65
12697,48303,15168,445,13.00,18.23
12698,42053,17788,620,399.99,60.88
12699,97593,14603,1625,329.99,10.50
12700,58865,12343,2858,189.90,24.13
12701,92680,14196,423,179.90,97.07
12702,34970,23233,2153,45.90,16.11
12703,77210,14652,1673,737.99,17.90
12704,29012,7202,2598,59.90,13.08
12705,20705,4531,417,29.90,11.85
12706,42536,6798,1057,379.90,16.83
12707,77805,7903,2243,49.90,17.60
12708,77805,7903,2243,49.90,17.60
12709,79825,47,1749,31.90,12.69
12710,90534,14491,259,25.90,25.63
12711,90534,14491,259,25.90,25.63
12712,90534,14491,259,25.90,25.63
12713,90534,14491,259,25.90,25.63
12714,90534,14491,259,25.90,25.63
12715,41997,13999,1853,174.90,20.41
12716,41997,13999,1853,174.90,20.41
12717,7464,12398,2884,499.99,76.05
12718,46709,21904,1113,24.99,14.10
12719,42876,22194,1076,42.00,10.00
12720,42876,22194,1076,42.00,10.00
12721,85581,50,1113,29.99,14.10
12722,97402,30673,2669,109.90,34.31
12723,95636,16184,2103,69.90,8.29
12724,29185,11626,3012,19.90,11.85
12725,29185,11626,3012,19.90,11.85
12726,1114,17515,1057,189.90,18.58
12727,21312,30729,1618,49.90,8.72
12728,48408,29506,1281,135.00,14.72
12729,9240,29678,1281,39.90,17.19
12730,78646,20413,2321,164.90,26.43
12731,32814,31795,1379,39.00,17.92
12732,35600,23584,1817,89.50,15.38
12733,59559,1832,320,44.90,15.10
12734,28304,7603,1057,198.90,18.82
12735,84726,25313,1057,119.90,15.59
12736,25620,26190,677,34.99,9.74
12737,19897,24659,524,119.90,18.00
12738,92844,19971,715,121.00,15.70
12739,27446,14950,280,119.00,21.10
12740,62947,32205,1225,13.90,11.85
12741,74484,22257,3073,110.99,14.17
12742,77281,13374,3055,569.95,44.43
12743,27811,15185,294,119.90,21.49
12744,94802,11956,13,174.90,15.98
12745,57407,1174,2707,50.00,37.90
12746,98343,11324,1202,129.00,26.18
12747,21529,7825,1643,14.90,15.10
12748,65904,21792,1048,13.99,7.78
12749,4761,16214,1042,116.00,11.42
12750,93248,8145,2282,109.90,12.90
12751,29480,3261,208,59.90,12.76
12752,85422,21049,1113,29.99,15.23
12753,50789,22257,3073,99.99,23.50
12754,12230,4548,544,79.90,19.75
12755,86627,29811,2885,149.90,39.10
12756,38121,27141,1083,44.06,18.11
12757,19246,19349,3018,69.90,15.24
12758,51992,11750,663,44.99,17.60
12759,7277,20483,2609,119.80,22.77
12760,48986,12903,1672,24.00,8.29
12761,48986,12903,1672,24.00,8.29
12762,27338,17719,689,109.90,13.32
12763,82295,2761,1045,45.00,18.23
12764,52731,24781,2728,120.00,25.15
12765,52731,24781,2728,120.00,25.15
12766,88039,14591,1149,109.90,15.62
12767,48116,12319,183,39.00,25.63
12768,64185,4153,190,95.20,11.69
12769,4335,1315,1083,54.00,18.62
12770,60752,21417,3083,49.90,11.85
12771,78855,4008,2907,199.00,19.63
12772,54955,23831,492,49.90,7.78
12773,79408,30706,1381,69.99,23.29
12774,3246,11033,1342,395.00,20.94
12775,59680,18431,2222,16.55,25.63
12776,40067,30673,2669,119.90,13.74
12777,93782,17568,711,78.00,37.46
12778,69746,4256,524,114.90,13.82
12779,62554,12286,2115,79.00,15.30
12780,86870,19294,731,21.00,8.82
12781,82070,23711,1573,44.99,17.92
12782,4562,1802,450,130.00,27.45
12783,6229,31108,183,49.00,8.27
12784,82356,19397,1209,189.90,13.99
