geolocation_key,zip_code_prefix,latitude,longitude,city,state
1867,02273,-23.463997,-46.586758,sao paulo,SP
1868,02955,-23.467858,-46.720572,são paulo,SP
1872,03178,-23.550368,-46.582950,são paulo,SP
1873,04045,-23.612229,-46.637911,são paulo,SP
1875,04106,-23.582796,-46.636175,sao paulo,SP
1876,03416,-23.559773,-46.550715,sao paulo,SP
1877,02227,-23.482306,-46.570937,sao paulo,SP
1879,04026,-23.600812,-46.645175,são paulo,SP
1880,02725,-23.500254,-46.682741,são paulo,SP
1882,03675,-23.518653,-46.499070,sao paulo,SP
1886,03223,-23.587611,-46.561796,são paulo,SP
1888,02325,-23.459743,-46.604523,sao paulo,SP
1894,01449,-23.575333,-46.679708,sao paulo,SP
1895,02042,-23.497744,-46.613511,sao paulo,SP
1896,02084,-23.495020,-46.599290,sao paulo,SP
1898,03674,-23.517328,-46.499209,sao paulo,SP
1900,03240,-23.599008,-46.546133,sao paulo,SP
1902,01523,-23.565069,-46.616369,sao paulo,SP
1905,02308,-23.477337,-46.605701,são paulo,SP
1907,04920,-23.694836,-46.757472,sao paulo,SP
1908,03692,-23.534788,-46.478118,sao paulo,SP
1909,02844,-23.470536,-46.684304,sao paulo,SP
1910,03658,-23.528269,-46.499686,sao paulo,SP
1912,03625,-23.517236,-46.511593,sao paulo,SP
1914,02987,-23.428497,-46.714073,são paulo,SP
1916,02989,-23.431292,-46.721750,sao paulo,SP
1917,02019,-23.498206,-46.631042,sao paulo,SP
1920,02303,-23.482682,-46.610926,sao paulo,SP
1922,01516,-23.554456,-46.625084,sao paulo,SP
1926,02680,-23.444121,-46.669106,são paulo,SP
1930,03390,-23.592483,-46.523926,sao paulo,SP
1931,02807,-23.471995,-46.700507,sao paulo,SP
1932,04133,-23.630671,-46.617793,sao paulo,SP
1933,03259,-23.603107,-46.520372,são paulo,SP
1936,03035,-23.523563,-46.614771,são paulo,SP
1937,01503,-23.560164,-46.638057,sao paulo,SP
1940,03404,-23.539075,-46.556599,sao paulo,SP
1942,03389,-23.592320,-46.527283,sao paulo,SP
1947,04630,-23.631881,-46.662819,sao paulo,SP
1950,04847,-23.754657,-46.697178,sao paulo,SP
1953,02083,-23.495500,-46.594878,sao paulo,SP
1956,02635,-23.457739,-46.642008,são paulo,SP
1957,04545,-23.596244,-46.675903,sao paulo,SP
1958,04108,-23.577439,-46.633948,sao paulo,SP
1959,02866,-23.464766,-46.683622,sao paulo,SP
1962,03189,-23.568155,-46.577231,sao paulo,SP
1969,02512,-23.513022,-46.660223,são paulo,SP
1971,02801,-23.479392,-46.702589,sao paulo,SP
1973,02417,-23.478422,-46.630001,sao paulo,SP
1976,03186,-23.565980,-46.581901,são paulo,SP
1985,02521,-23.505468,-46.666070,sao paulo,SP
1986,04918,-23.691100,-46.746353,sao paulo,SP
1988,04537,-23.594499,-46.677721,sao paulo,SP
1990,03818,-23.494463,-46.496008,são paulo,SP
1992,04176,-23.636918,-46.604655,sao paulo,SP
1995,04201,-23.574760,-46.605639,sao paulo,SP
2002,04614,-23.615784,-46.674494,sao paulo,SP
2007,02267,-23.477653,-46.599491,sao paulo,SP
2009,03909,-23.583097,-46.511702,sao paulo,SP
2010,04805,-23.715944,-46.699893,sao paulo,SP
2012,01327,-23.563723,-46.645412,sao paulo,SP
2014,02537,-23.491482,-46.653451,são paulo,SP
2018,02732,-23.502348,-46.694630,sao paulo,SP
2022,04022,-23.594815,-46.640378,sao paulo,SP
2023,04242,-23.624969,-46.588264,sao paulo,SP
2024,04077,-23.614142,-46.661490,sao paulo,SP
2028,04113,-23.585065,-46.620978,sao paulo,SP
2030,01137,-23.524910,-46.652537,sao paulo,SP
2031,01452,-23.570526,-46.690937,sao paulo,SP
2034,04371,-23.649199,-46.658999,são paulo,SP
2035,03895,-23.516316,-46.478663,sao paulo,SP
2038,01513,-23.556896,-46.631004,sao paulo,SP
2041,01154,-23.529573,-46.656540,sao paulo,SP
2044,02074,-23.504066,-46.603369,sao paulo,SP
2047,04037,-23.595181,-46.650254,sao paulo,SP
2049,01549,-23.574428,-46.613769,sao paulo,SP
2050,04010,-23.579454,-46.640615,sao paulo,SP
2051,03179,-23.549717,-46.581176,são paulo,SP
2052,04445,-23.683205,-46.684938,sao paulo,SP
2054,03619,-23.510345,-46.504632,sao paulo,SP
2056,04935,-23.684924,-46.766233,sao paulo,SP
2058,04725,-23.643318,-46.704837,sao paulo,SP
2060,04137,-23.610521,-46.625569,sao paulo,SP
2063,03027,-23.534419,-46.612986,são paulo,SP
2065,02468,-23.489080,-46.649658,sao paulo,SP
2066,02245,-23.484356,-46.606037,sao paulo,SP
2069,04644,-23.648491,-46.687548,sao paulo,SP
2070,04157,-23.631046,-46.619102,sao paulo,SP
2073,04281,-23.605691,-46.609485,sao paulo,SP
2077,03192,-23.571808,-46.571146,sao paulo,SP
2079,04821,-23.718551,-46.673052,sao paulo,SP
2080,03244,-23.602381,-46.539707,sao paulo,SP
2081,03032,-23.531719,-46.621380,sao paulo,SP
2083,04429,-23.676106,-46.660734,sao paulo,SP
2085,03707,-23.506562,-46.542347,sao paulo,SP
2090,01305,-23.551689,-46.651384,são paulo,SP
2091,02975,-23.479082,-46.709419,sao paulo,SP
2092,04427,-23.682560,-46.650793,sao paulo,SP
2094,04434,-23.683175,-46.666208,sao paulo,SP
2095,03982,-23.613127,-46.506488,sao paulo,SP
2096,03984,-23.606049,-46.510376,sao paulo,SP
2100,01103,-23.536268,-46.628713,sao paulo,SP
2102,04240,-23.619048,-46.584032,sao paulo,SP
2107,02367,-23.425953,-46.588801,sao paulo,SP
2112,02257,-23.473762,-46.584858,sao paulo,SP
2113,04925,-23.706270,-46.746103,são paulo,SP
2115,02265,-23.475049,-46.592040,sao paulo,SP
2118,03966,-23.599297,-46.478358,são paulo,SP
2119,02990,-23.431613,-46.724533,sao paulo,SP
2120,02522,-23.505261,-46.659312,sao paulo,SP
2122,02250,-23.486640,-46.595541,são paulo,SP
2125,04250,-23.620911,-46.600214,sao paulo,SP
2127,04634,-23.639183,-46.665799,sao paulo,SP
2130,04169,-23.639302,-46.613394,são paulo,SP
2132,01150,-23.534154,-46.655490,sao paulo,SP
2136,01216,-23.535171,-46.650308,sao paulo,SP
2137,04715,-23.633887,-46.698508,sao paulo,SP
2142,03475,-23.577666,-46.512599,sao paulo,SP
2143,03349,-23.566928,-46.566508,sao paulo,SP
2146,03633,-23.531924,-46.544765,são paulo,SP
2147,01033,-23.540159,-46.635485,sao paulo,SP
2150,01303,-23.549797,-46.650522,sao paulo,SP
2153,02423,-23.470724,-46.632688,são paulo,SP
2155,01524,-23.595791,-46.529049,sao paulo,SP
2157,02678,-23.454567,-46.664132,sao paulo,SP
2159,04944,-23.710210,-46.777664,sao paulo,SP
2161,02352,-23.454857,-46.595530,sao paulo,SP
2170,03135,-23.580707,-46.580277,sao paulo,SP
2173,01244,-23.548363,-46.660739,sao paulo,SP
2177,01410,-23.558596,-46.656571,sao paulo,SP
2178,03308,-23.540527,-46.571533,sao paulo,SP
2181,02636,-23.451207,-46.644845,sao paulo,SP
2183,01123,-23.526219,-46.636223,sao paulo,SP
2185,02727,-23.498385,-46.686015,sao paulo,SP
2187,03964,-23.606222,-46.478416,são paulo,SP
2189,03963,-23.607079,-46.479548,sao paulo,SP
2190,03588,-23.558097,-46.487217,são paulo,SP
2195,01310,-23.554837,-46.663685,sao paulo,SP
2196,04303,-23.625692,-46.629446,sao paulo,SP
2200,04917,-23.688134,-46.743902,sao paulo,SP
2201,04412,-23.673954,-46.644990,sao paulo,SP
2202,02738,-23.487666,-46.687234,sao paulo,SP
2207,04120,-23.596330,-46.630461,sao paulo,SP
2208,03447,-23.552103,-46.524961,sao paulo,SP
2210,02757,-23.484585,-46.687112,sao paulo,SP
2211,03273,-23.576120,-46.560964,são paulo,SP
2212,04837,-23.742091,-46.705403,sao paulo,SP
2213,01013,-23.547371,-46.634239,sao paulo,SP
2217,02288,-23.432627,-46.570963,sao paulo,SP
2218,03566,-23.540354,-46.492550,sao paulo,SP
2225,04724,-23.644843,-46.703356,sao paulo,SP
2227,04375,-23.656413,-46.658598,sao paulo,SP
2228,03077,-23.530099,-46.577060,sao paulo,SP
2234,01140,-23.516097,-46.668218,sao paulo,SP
2235,04053,-23.614298,-46.642364,sao paulo,SP
2236,02722,-23.498035,-46.677050,sao paulo,SP
2239,01314,-23.550271,-46.641530,são paulo,SP
2240,04428,-23.674700,-46.661879,sao paulo,SP
2242,04347,-23.642447,-46.644990,sao paulo,SP
2243,01401,-23.575386,-46.657187,sao paulo,SP
2248,04891,-23.847055,-46.737873,são paulo,SP
2250,04415,-23.673255,-46.633875,sao paulo,SP
2255,03584,-23.556881,-46.491825,sao paulo,SP
2256,02335,-23.483254,-46.616956,são paulo,SP
2257,03547,-23.538200,-46.515260,sao paulo,SP
2259,04372,-23.650077,-46.658334,sao paulo,SP
2274,01508,-23.562875,-46.638177,sao paulo,SP
2276,04011,-23.579472,-46.644863,são paulo,SP
2278,04085,-23.615714,-46.658631,sao paulo,SP
2279,02242,-23.502968,-46.397803,sao paulo,SP
2280,03113,-23.560221,-46.601171,sao paulo,SP
2286,03576,-23.553065,-46.506235,sao paulo,SP
2287,04153,-23.627077,-46.622677,são paulo,SP
2289,04655,-23.666729,-46.674079,sao paulo,SP
2293,04827,-23.720323,-46.699014,sao paulo,SP
2298,01219,-23.541781,-46.647512,são paulo,SP
2299,04331,-23.657553,-46.651196,são paulo,SP
2300,03019,-23.536805,-46.603044,sao paulo,SP
2309,03691,-23.532692,-46.483028,são paulo,SP
2316,02302,-23.486285,-46.613224,sao paulo,SP
2318,01536,-23.570906,-46.623993,são paulo,SP
2319,02465,-23.475502,-46.664685,sao paulo,SP
2323,04763,-23.669747,-46.718181,sao paulo,SP
2327,03384,-23.577405,-46.523489,sao paulo,SP
2329,01048,-23.547188,-46.639588,sao paulo,SP
2330,04766,-23.678481,-46.706857,são paulo,SP
2335,03123,-23.571078,-46.592856,sao paulo,SP
2340,01156,-23.526951,-46.669823,sao paulo,SP
2346,02085,-23.497444,-46.612609,sao paulo,SP
2347,03520,-23.544233,-46.519941,são paulo,SP
2350,04848,-23.737622,-46.685501,sao paulo,SP
2357,02079,-23.499549,-46.604804,são paulo,SP
2358,03040,-23.551287,-46.622272,sao paulo,SP
2359,02945,-23.484517,-46.725797,sao paulo,SP
2361,04782,-23.693389,-46.702383,sao paulo,SP
2364,03563,-23.541350,-46.496252,sao paulo,SP
2368,02735,-23.492802,-46.692554,sao paulo,SP
2370,02854,-23.454142,-46.696663,sao paulo,SP
2374,04177,-23.639518,-46.606348,sao paulo,SP
2376,02185,-23.508226,-46.567680,sao paulo,SP
2377,03359,-23.568611,-46.553293,sao paulo,SP
2378,02233,-23.478371,-46.567612,sao paulo,SP
2381,04089,-23.609456,-46.663191,sao paulo,SP
2382,04606,-23.620883,-46.675371,sao paulo,SP
2385,04349,-23.647732,-46.642157,são paulo,SP
2388,02734,-23.497105,-46.697949,sao paulo,SP
2389,02750,-23.493512,-46.679792,sao paulo,SP
2391,04756,-23.650293,-46.716785,são paulo,SP
2392,02415,-23.479374,-46.635448,sao paulo,SP
2395,01019,-23.551664,-46.631254,sao paulo,SP
2396,03442,-23.544318,-46.538772,são paulo,SP
2400,02610,-23.538895,-46.635455,sao paulo,SP
2404,02432,-23.485303,-46.634617,sao paulo,SP
2405,04921,-23.695186,-46.751646,sao paulo,SP
2408,03059,-23.540742,-46.591633,sao paulo,SP
2409,02208,-23.482425,-46.595640,são paulo,SP
2411,02847,-23.463829,-46.691737,sao paulo,SP
2416,04282,-23.608923,-46.609096,sao paulo,SP
2420,03657,-23.526370,-46.508079,são paulo,SP
2421,04750,-23.645301,-46.703678,sao paulo,SP
2428,01144,-23.523418,-46.672062,sao paulo,SP
2432,03941,-23.595921,-46.498077,sao paulo,SP
2434,04696,-23.664846,-46.707492,são paulo,SP
2439,04164,-23.621914,-46.609229,sao paulo,SP
2448,04884,-23.823585,-46.706162,sao paulo,SP
2449,04784,-23.692986,-46.712521,sao paulo,SP
2450,04516,-23.605998,-46.668911,sao paulo,SP
2451,02263,-23.462319,-46.572117,sao paulo,SP
2453,04560,-23.612204,-46.681944,sao paulo,SP
2455,04786,-23.702153,-46.705628,sao paulo,SP
2464,04243,-23.629780,-46.586740,sao paulo,SP
2469,02841,-23.477750,-46.684681,sao paulo,SP
2474,03190,-23.566190,-46.574458,sao paulo,SP
2477,04297,-23.628021,-46.601484,sao paulo,SP
2478,02339,-23.477735,-46.618587,sao paulo,SP
2480,03295,-23.588585,-46.544758,são paulo,SP
2481,04648,-23.653223,-46.675009,sao paulo,SP
2484,01128,-23.525457,-46.646961,sao paulo,SP
2495,03667,-23.527802,-46.490722,sao paulo,SP
2499,03664,-23.526256,-46.498228,sao paulo,SP
2503,02349,-23.462532,-46.603403,sao paulo,SP
2504,01241,-23.548801,-46.652589,sao paulo,SP
2506,02056,-23.510390,-46.604415,sao paulo,SP
2507,04945,-23.713449,-46.779959,sao paulo,SP
2512,01254,-23.540737,-46.682424,sao paulo,SP
2515,02676,-23.457256,-46.672501,sao paulo,SP
2516,04607,-23.623603,-46.676449,sao paulo,SP
2520,03682,-23.517807,-46.484774,são paulo,SP
2521,02556,-23.498066,-46.669745,são paulo,SP
2522,01541,-23.567648,-46.619060,sao paulo,SP
2523,02752,-23.494465,-46.683905,são paulo,SP
2525,03515,-23.537145,-46.522306,são paulo,SP
2529,04761,-23.663040,-46.717552,sao paulo,SP
2533,04232,-23.619594,-46.592397,são paulo,SP
2538,03803,-23.493985,-46.485455,sao paulo,SP
2539,02553,-23.498159,-46.666311,sao paulo,SP
2540,02713,-23.507115,-46.684723,são paulo,SP
2541,02050,-23.516544,-46.610563,são paulo,SP
2542,03058,-23.541291,-46.588820,são paulo,SP
2547,03062,-23.540203,-46.586208,sao paulo,SP
2548,03701,-23.515112,-46.550023,sao paulo,SP
2550,04268,-23.594609,-46.607054,são paulo,SP
2551,04362,-23.645596,-46.668050,são paulo,SP
2552,02996,-23.443829,-46.738158,sao paulo,SP
2555,04654,-23.660323,-46.675434,sao paulo,SP
2558,04252,-23.618306,-46.597620,sao paulo,SP
2559,03115,-23.566792,-46.592148,sao paulo,SP
2560,03558,-23.542670,-46.500451,sao paulo,SP
2563,04044,-23.600527,-46.640943,sao paulo,SP
2578,04411,-23.677412,-46.642454,sao paulo,SP
2580,04856,-23.763978,-46.693566,são paulo,SP
2582,01217,-23.529235,-46.645316,sao paulo,SP
2584,03801,-23.502712,-46.489693,sao paulo,SP
2593,02555,-23.496077,-46.665781,sao paulo,SP
2594,04149,-23.616804,-46.625671,sao paulo,SP
2595,03136,-23.580625,-46.578958,sao paulo,SP
2596,01245,-23.549494,-46.663788,são paulo,SP
2598,03188,-23.566129,-46.577545,sao paulo,SP
2599,03668,-23.533731,-46.495613,sao paulo,SP
2600,02964,-23.486727,-46.706247,sao paulo,SP
2602,04048,-23.608766,-46.638499,são paulo,SP
2605,04084,-23.614410,-46.661921,são paulo,SP
2607,02277,-23.462964,-46.582086,sao paulo,SP
2609,04966,-23.727397,-46.782254,são paulo,SP
2616,04462,-23.693458,-46.664481,sao paulo,SP
2619,03282,-23.597214,-46.530381,são paulo,SP
2622,02205,-23.489730,-46.589900,sao paulo,SP
2630,03312,-23.549727,-46.553706,sao paulo,SP
2632,03064,-23.533207,-46.564112,sao paulo,SP
2633,01514,-23.558581,-46.630474,sao paulo,SP
2635,02378,-23.452897,-46.630199,sao paulo,SP
2638,02957,-23.464022,-46.720894,são paulo,SP
2640,04314,-23.637147,-46.636842,sao paulo,SP
2641,03166,-23.549230,-46.595451,sao paulo,SP
2642,04522,-23.598843,-46.662289,sao paulo,SP
2645,03163,-23.545780,-46.595377,sao paulo,SP
2654,02143,-23.506216,-46.574818,sao paulo,SP
2658,01247,-23.551342,-46.669377,são paulo,SP
2661,03318,-23.544811,-46.567639,sao paulo,SP
2662,01331,-23.562930,-46.650674,sao paulo,SP
2665,02343,-23.467818,-46.604671,sao paulo,SP
2666,01520,-23.558897,-46.620629,sao paulo,SP
2668,03755,-23.509957,-46.502401,sao paulo,SP
2669,02461,-23.492658,-46.639056,são paulo,SP
2670,03905,-23.579669,-46.514205,são paulo,SP
2673,04575,-23.607947,-46.694666,sao paulo,SP
2676,03413,-23.554452,-46.547461,sao paulo,SP
2679,01225,-23.539258,-46.650888,são paulo,SP
2680,02141,-23.489448,-46.571472,sao paulo,SP
2685,02736,-23.490385,-46.691559,sao paulo,SP
2690,03504,-23.539323,-46.539198,sao paulo,SP
2691,02931,-23.499534,-46.709266,são paulo,SP
2698,04620,-23.627277,-46.670840,sao paulo,SP
2699,03174,-23.548415,-46.587359,são paulo,SP
2703,01417,-23.498550,-46.648713,sao paulo,SP
2708,01325,-23.560121,-46.644183,sao paulo,SP
2711,04306,-23.629793,-46.640166,são paulo,SP
2712,04616,-23.622226,-46.669903,sao paulo,SP
2716,02817,-23.463112,-46.701949,sao paulo,SP
2717,02307,-23.483398,-46.607903,sao paulo,SP
2718,04111,-23.586700,-46.633890,sao paulo,SP
2730,04383,-23.658186,-46.659889,sao paulo,SP
2731,03940,-23.593199,-46.502139,sao paulo,SP
2737,04813,-23.722743,-46.686899,sao paulo,SP
2739,04345,-23.638420,-46.643150,são paulo,SP
2741,04305,-23.628600,-46.639640,sao paulo,SP
2746,03266,-23.600710,-46.536026,sao paulo,SP
2747,04787,-23.697265,-46.713313,sao paulo,SP
2749,04456,-23.683909,-46.680458,sao paulo,SP
2750,04774,-23.682261,-46.710782,sao paulo,SP
2759,04437,-23.670317,-46.676729,são paulo,SP
2765,03255,-23.607236,-46.527769,são paulo,SP
2771,01317,-23.555772,-46.639553,são paulo,SP
2778,03758,-23.502460,-46.502101,sao paulo,SP
2779,04159,-23.624593,-46.612603,sao paulo,SP
2784,03645,-23.527237,-46.531661,são paulo,SP
2791,02409,-23.478574,-46.626362,são paulo,SP
2796,02222,-23.481015,-46.570952,sao paulo,SP
2802,01312,-23.556049,-46.649747,são paulo,SP
2805,04295,-23.624841,-46.603881,sao paulo,SP
2806,03827,-23.483530,-46.490656,sao paulo,SP
2807,04564,-23.613562,-46.684125,sao paulo,SP
2815,03958,-23.596952,-46.485197,sao paulo,SP
2817,03571,-23.566755,-46.483071,são paulo,SP
2820,03184,-23.565937,-46.585583,são paulo,SP
2823,02310,-23.470579,-46.598227,sao paulo,SP
2824,02559,-23.495004,-46.676824,sao paulo,SP
2826,03509,-23.536116,-46.529063,sao paulo,SP
2832,03243,-23.599116,-46.541825,sao paulo,SP
2833,02837,-23.465613,-46.699530,sao paulo,SP
2838,02526,-23.504196,-46.644228,sao paulo,SP
2841,04261,-23.585217,-46.612084,sao paulo,SP
2842,02551,-23.503316,-46.668160,sao paulo,SP
2846,04231,-23.606557,-46.597154,são paulo,SP
2847,03822,-23.502811,-46.493108,sao paulo,SP
2848,04836,-23.742722,-46.708083,são paulo,SP
2849,02870,-23.460146,-46.678629,sao paulo,SP
2853,04344,-23.633225,-46.712375,sao paulo,SP
2855,01517,-23.561111,-46.625081,sao paulo,SP
2859,02979,-23.476659,-46.706713,sao paulo,SP
2860,03060,-23.537181,-46.588032,sao paulo,SP
2862,02714,-23.507491,-46.690531,sao paulo,SP
2869,03808,-23.493033,-46.477200,sao paulo,SP
2871,01201,-23.535412,-46.651095,sao paulo,SP
2876,02112,-23.519893,-46.592299,sao paulo,SP
2877,04312,-23.632037,-46.632240,sao paulo,SP
2883,03812,-23.413219,-46.746472,sao paulo,SP
2886,02813,-23.449481,-46.712001,são paulo,SP
2893,03924,-23.601810,-46.508752,sao paulo,SP
2897,04355,-23.633166,-46.656342,sao paulo,SP
2899,03152,-23.592413,-46.582185,sao paulo,SP
2900,01440,-23.571019,-46.681426,sao paulo,SP
2904,04130,-23.604721,-46.621172,são paulo,SP
2906,04702,-23.640860,-46.698805,sao paulo,SP
2908,04457,-23.690147,-46.674188,sao paulo,SP
2909,01109,-23.522115,-46.628965,são paulo,SP
2911,02469,-23.487339,-46.650295,sao paulo,SP
2918,03288,-23.593859,-46.532399,sao paulo,SP
2921,02929,-23.494179,-46.704810,são paulo,SP
2924,03975,-23.609621,-46.490366,sao paulo,SP
2925,01125,-23.530254,-46.638509,são paulo,SP
2926,03543,-23.535025,-46.514164,sao paulo,SP
2927,04570,-23.602011,-46.690049,sao paulo,SP
2929,02110,-23.521888,-46.593742,sao paulo,SP
2932,04515,-23.598893,-46.667335,são paulo,SP
2935,04384,-23.660224,-46.664000,sao paulo,SP
2938,04626,-23.630261,-46.668330,sao paulo,SP
2939,03276,-23.579720,-46.549538,sao paulo,SP
2942,02650,-23.462921,-46.657345,sao paulo,SP
2945,04872,-23.677025,-46.633768,sao paulo,SP
2952,02212,-23.493067,-46.587839,sao paulo,SP
2957,02518,-23.508628,-46.666922,sao paulo,SP
2964,01547,-23.583151,-46.619367,sao paulo,SP
2966,02071,-23.507950,-46.598003,sao paulo,SP
2970,03479,-23.573430,-46.506210,são paulo,SP
2971,04693,-23.680178,-46.691910,sao paulo,SP
2975,01215,-23.536550,-46.649225,são paulo,SP
2977,03175,-23.549947,-46.584422,sao paulo,SP
2979,02416,-23.480962,-46.628494,sao paulo,SP
2981,02717,-23.504679,-46.688730,sao paulo,SP
2985,03438,-23.556753,-46.526037,sao paulo,SP
2992,03283,-23.592741,-46.538221,sao paulo,SP
2996,03033,-23.530788,-46.625420,são paulo,SP
3000,03157,-23.577805,-46.572899,sao paulo,SP
3002,02069,-23.504569,-46.614570,sao paulo,SP
3004,02715,-23.504882,-46.690694,sao paulo,SP
3005,02326,-23.449173,-46.577045,sao paulo,SP
3007,03051,-23.545363,-46.609004,sao paulo,SP
3011,04653,-23.662890,-46.677405,sao paulo,SP
3013,04775,-23.681563,-46.703705,sao paulo,SP
3014,02266,-23.474171,-46.594191,são paulo,SP
3015,03736,-23.509156,-46.517938,são paulo,SP
3018,04713,-23.631814,-46.697877,são paulo,SP
3019,03277,-23.583900,-46.543922,sao paulo,SP
3023,02882,-23.470377,-46.667601,são paulo,SP
3024,04737,-23.651356,-46.700306,são paulo,SP
3025,03810,-23.485532,-46.477319,sao paulo,SP
3026,03410,-23.552643,-46.553035,são paulo,SP
3031,01332,-23.560307,-46.656310,são paulo,SP
3039,04862,-23.761904,-46.699400,são paulo,SP
3044,04912,-23.684061,-46.746089,sao paulo,SP
3046,03632,-23.528889,-46.549997,sao paulo,SP
3055,04942,-23.698868,-46.772118,sao paulo,SP
3062,04581,-23.616627,-46.692898,sao paulo,SP
3063,02129,-23.504991,-46.587177,sao paulo,SP
3065,04163,-23.628469,-46.615246,são paulo,SP
3070,04145,-23.615704,-46.632332,sao paulo,SP
3073,01454,-23.584107,-46.688461,sao paulo,SP
3078,02354,-23.455973,-46.603104,sao paulo,SP
3081,03461,-23.570252,-46.527711,sao paulo,SP
3083,03302,-23.546112,-46.588140,sao paulo,SP
3084,04553,-23.600608,-46.684190,sao paulo,SP
3090,03920,-23.593462,-46.521157,são paulo,SP
3092,04506,-23.600498,-46.674053,sao paulo,SP
3093,04080,-23.609500,-46.661015,são paulo,SP
3094,03017,-23.537371,-46.610705,são paulo,SP
3096,03871,-23.507492,-46.489872,sao paulo,SP
3099,03271,-23.599723,-46.517036,sao paulo,SP
3101,04266,-23.590895,-46.611650,sao paulo,SP
3102,01433,-23.582267,-46.668948,sao paulo,SP
3104,02710,-23.508250,-46.673676,sao paulo,SP
3107,04639,-23.633975,-46.686935,sao paulo,SP
3111,03933,-23.583585,-46.498514,sao paulo,SP
3112,03214,-23.609080,-46.560837,são paulo,SP
3117,02204,-23.484938,-46.590109,sao paulo,SP
3129,02519,-23.502331,-46.658353,são paulo,SP
3130,02652,-23.458863,-46.654077,sao paulo,SP
3133,03105,-23.554211,-46.617140,sao paulo,SP
3137,04507,-23.587549,-46.668354,sao paulo,SP
3141,01227,-23.546983,-46.658359,sao paulo,SP
3142,03938,-23.598894,-46.500422,são paulo,SP
3155,02239,-23.483926,-46.608670,sao paulo,SP
3158,03081,-23.533126,-46.574607,sao paulo,SP
3168,04505,-23.590056,-46.672292,sao paulo,SP
3169,03216,-23.605377,-46.567518,sao paulo,SP
3181,03910,-23.585579,-46.518185,sao paulo,SP
3185,04613,-23.617612,-46.668849,sao paulo,SP
3187,03149,-23.583452,-46.586284,são paulo,SP
3198,02355,-23.453613,-46.611533,são paulo,SP
3201,04009,-23.587043,-46.635739,sao paulo,SP
3202,03988,-23.607893,-46.506938,sao paulo,SP
3209,04913,-23.678051,-46.740609,sao paulo,SP
3214,04284,-23.610035,-46.600726,sao paulo,SP
3221,04611,-23.617914,-46.664615,sao paulo,SP
3225,01202,-23.531046,-46.650261,sao paulo,SP
3227,02872,-23.461419,-46.671779,sao paulo,SP
3228,04336,-23.666438,-46.644583,são paulo,SP
3231,04624,-23.626719,-46.668095,sao paulo,SP
3241,03132,-23.581224,-46.579182,sao paulo,SP
3243,04327,-23.662796,-46.632086,sao paulo,SP
3247,04413,-23.669706,-46.638295,sao paulo,SP
3253,04285,-23.614347,-46.604160,sao paulo,SP
3258,04082,-23.613181,-46.659925,sao paulo,SP
3260,03427,-23.554455,-46.539525,sao paulo,SP
3262,02816,-23.460677,-46.707220,sao paulo,SP
3264,02851,-23.459211,-46.691105,sao paulo,SP
3266,03616,-23.517062,-46.528062,sao paulo,SP
3269,03160,-23.578014,-46.566823,sao paulo,SP
3270,04047,-23.605506,-46.638437,sao paulo,SP
3273,03635,-23.523245,-46.534679,são paulo,SP
3274,04308,-23.638552,-46.641311,sao paulo,SP
3277,03516,-23.541805,-46.525320,sao paulo,SP
3282,04660,-23.661061,-46.681485,sao paulo,SP
3287,01151,-23.530159,-46.657632,sao paulo,SP
3304,02334,-23.485527,-46.618741,sao paulo,SP
3312,03138,-23.587403,-46.582521,sao paulo,SP
3313,04278,-23.601962,-46.606349,são paulo,SP
3316,03146,-23.596123,-46.572118,sao paulo,SP
3318,03608,-23.515042,-46.543699,sao paulo,SP
3320,03004,-23.542472,-46.617067,sao paulo,SP
3322,04714,-23.633898,-46.695962,sao paulo,SP
3325,03759,-23.503875,-46.492322,sao paulo,SP
3326,02840,-23.480739,-46.689408,sao paulo,SP
3333,02842,-23.473584,-46.687388,são paulo,SP
3334,04828,-23.722848,-46.705010,sao paulo,SP
3339,03511,-23.536576,-46.524555,sao paulo,SP
3340,02243,-23.490647,-46.603809,sao paulo,SP
3341,03018,-23.533279,-46.610900,são paulo,SP
3342,03168,-23.556418,-46.590521,sao paulo,SP
3351,02723,-23.502224,-46.679769,sao paulo,SP
3357,02995,-23.446933,-46.738619,sao paulo,SP
3360,02930,-23.490154,-46.709309,sao paulo,SP
3361,02679,-23.456326,-46.667174,sao paulo,SP
3362,03238,-23.592346,-46.549394,sao paulo,SP
3363,04277,-23.600264,-46.611532,são paulo,SP
3366,04582,-23.621841,-46.687037,são paulo,SP
3368,04260,-23.580631,-46.613170,sao paulo,SP
3374,03561,-23.545885,-46.493423,sao paulo,SP
3383,03980,-23.617304,-46.516726,sao paulo,SP
3385,04795,-23.666349,-46.707111,sao paulo,SP
3392,03356,-23.563350,-46.552658,sao paulo,SP
3393,03627,-23.511043,-46.505321,são paulo,SP
3397,04079,-23.606695,-46.661191,são paulo,SP
3399,02408,-23.481495,-46.627476,sao paulo,SP
3402,01511,-23.566568,-46.635350,sao paulo,SP
3405,03436,-23.561957,-46.531019,sao paulo,SP
3407,03084,-23.534582,-46.571900,sao paulo,SP
3409,02403,-23.493331,-46.628847,são paulo,SP
3411,04325,-23.654454,-46.636692,sao paulo,SP
3412,02244,-23.489438,-46.603644,são paulo,SP
3413,02849,-23.461506,-46.688752,sao paulo,SP
