shipment_key,order_key,warehouse_key,carrier,ship_date,delivery_date,shipping_cost
5033,5033,4,Correios,2017-11-04 19:50:44,2017-11-09 04:10:18,15.10
5034,5034,5,Correios,2018-05-27 07:58:06,2018-06-01 08:50:06,30.16
5035,5035,4,Dragonfly Express,2017-08-18 22:45:54,2017-08-24 09:34:39,19.29
5036,5036,1,Loggi,2017-07-17 01:20:56,2017-07-21 19:32:58,27.02
5037,5037,4,Loggi,2017-04-20 21:45:38,2017-04-22 09:48:48,13.92
5038,5038,2,Loggi,2017-10-28 15:25:07,2017-10-31 23:27:31,12.51
5039,5039,5,Dragonfly Express,2018-07-12 18:10:50,2018-07-19 00:26:58,31.03
5040,5040,4,Loggi,2017-07-23 14:20:37,2017-07-28 04:54:41,9.83
5041,5041,2,Stark Logistics,2018-08-16 06:23:33,2018-08-22 19:56:28,7.46
5042,5042,5,Dragonfly Express,2017-12-01 03:29:12,2017-12-05 02:43:13,20.99
5043,5043,5,Loggi,2017-12-04 04:33:04,2017-12-05 11:20:21,27.40
5044,5044,2,Correios,2018-04-24 11:14:51,2018-04-26 19:01:31,43.66
5045,5045,2,Correios,2017-01-30 07:32:54,2017-02-02 21:21:36,17.80
5046,5046,2,Correios,2018-08-04 13:54:37,2018-08-07 20:54:36,33.62
5047,5047,5,Stark Logistics,2018-05-03 07:32:58,2018-05-08 03:05:27,48.05
5048,5048,2,Correios,2018-02-21 03:39:08,2018-02-23 04:29:47,30.11
5049,5049,1,Dragonfly Express,2017-05-26 04:31:04,2017-06-01 02:51:59,27.82
5050,5050,5,Correios,2017-03-23 14:36:40,2017-03-28 00:12:21,38.91
5051,5051,4,Dragonfly Express,2018-08-02 23:16:10,2018-08-08 18:46:24,29.14
5052,5052,4,Correios,2017-11-27 08:15:50,2017-11-29 22:30:01,6.60
5053,5053,2,Loggi,2017-11-21 17:48:08,2017-11-26 02:26:00,12.87
5054,5054,1,Loggi,2017-11-27 11:39:27,2017-12-03 18:02:32,11.40
5055,5055,4,Stark Logistics,2017-08-22 13:22:29,2017-08-24 04:38:35,42.97
5056,5056,2,Dragonfly Express,2018-01-31 20:34:08,2018-02-07 02:33:11,30.17
5057,5057,4,RapidAir,2018-02-12 11:50:26,2018-02-16 17:36:08,31.40
5058,5058,2,Loggi,2018-08-20 12:46:47,2018-08-25 15:28:53,44.09
5059,5059,3,RapidAir,2018-06-11 16:44:32,2018-06-14 20:33:00,21.83
5060,5060,3,RapidAir,2018-03-03 03:46:10,2018-03-05 22:45:08,15.72
5061,5061,5,RapidAir,2017-07-02 18:23:21,2017-07-06 14:02:14,18.37
5062,5062,1,Correios,2017-10-28 20:54:59,2017-10-29 01:06:31,12.25
5063,5063,1,RapidAir,2017-12-11 21:03:36,2017-12-11 23:15:15,9.93
5064,5064,3,Stark Logistics,2018-01-25 23:39:58,2018-01-26 10:11:15,18.17
5065,5065,3,RapidAir,2017-07-17 02:10:09,2017-07-20 23:12:40,41.20
5066,5066,3,Dragonfly Express,2018-02-04 03:40:45,2018-02-07 10:12:14,22.92
5067,5067,4,RapidAir,2017-09-20 22:42:37,2017-09-27 01:19:09,25.79
5068,5068,3,RapidAir,2017-04-21 02:55:30,2017-04-22 12:28:08,18.03
5069,5069,4,RapidAir,2018-05-05 06:51:56,2018-05-08 23:46:46,37.18
5070,5070,1,RapidAir,2018-05-19 06:27:05,2018-05-23 09:02:49,11.63
5071,5071,5,Loggi,2018-01-06 04:23:02,2018-01-10 04:19:39,6.86
5072,5072,4,Loggi,2018-04-14 12:55:51,2018-04-19 18:03:23,20.21
5073,5073,5,Stark Logistics,2017-12-13 18:22:54,2017-12-15 22:44:29,37.10
5074,5074,1,RapidAir,2018-05-17 08:26:48,2018-05-18 06:52:15,37.78
5075,5075,5,Loggi,2018-04-01 14:24:10,2018-04-03 16:42:32,31.86
5076,5076,5,Correios,2017-08-16 16:31:11,2017-08-20 13:15:42,48.01
5077,5077,4,Dragonfly Express,2017-09-08 23:19:03,2017-09-15 17:46:46,10.32
5078,5078,5,RapidAir,2017-09-30 10:08:32,2017-10-05 21:18:12,29.13
5079,5079,2,Loggi,2018-04-21 08:55:39,2018-04-25 21:04:46,43.63
5080,5080,2,Loggi,2017-05-11 15:41:05,2017-05-16 18:34:03,15.61
5081,5081,1,Correios,2018-04-08 17:45:23,2018-04-13 07:43:05,28.80
5082,5082,2,Loggi,2017-06-16 00:44:26,2017-06-21 14:33:51,42.13
5083,5083,5,Correios,2018-06-27 15:14:18,2018-06-28 19:21:57,47.83
5084,5084,4,Loggi,2017-04-12 08:37:57,2017-04-19 04:07:02,27.14
5085,5085,3,RapidAir,2017-03-07 18:25:09,2017-03-11 05:50:45,31.74
5086,5086,1,Correios,2017-06-24 01:51:11,2017-06-25 18:34:50,33.40
5087,5087,4,Loggi,2017-08-30 07:33:46,2017-09-03 20:16:24,36.15
5088,5088,4,RapidAir,2017-10-02 12:32:09,2017-10-05 08:44:42,42.74
5089,5089,2,Loggi,2018-06-10 15:59:52,2018-06-12 03:09:01,7.97
5090,5090,3,Loggi,2017-07-11 00:22:10,2017-07-11 05:26:03,45.34
5091,5091,1,Loggi,2017-11-02 13:27:06,2017-11-05 15:10:13,25.30
5092,5092,5,Stark Logistics,2018-04-25 13:05:59,2018-05-01 16:31:05,29.23
5093,5093,5,Stark Logistics,2018-02-15 05:26:33,2018-02-19 06:19:54,20.10
5094,5094,1,Correios,2018-07-06 21:44:08,2018-07-11 00:50:30,8.97
5095,5095,1,Correios,2017-05-26 21:37:41,2017-05-29 06:16:50,5.39
5096,5096,5,Dragonfly Express,2018-01-10 06:49:43,2018-01-13 01:23:02,15.76
5097,5097,1,Stark Logistics,2018-06-22 21:33:57,2018-06-24 01:34:14,40.16
5098,5098,3,Stark Logistics,2017-11-25 01:10:09,2017-11-29 04:19:44,16.49
5099,5099,5,Stark Logistics,2017-02-11 10:27:28,2017-02-16 18:29:40,6.25
5100,5100,1,Dragonfly Express,2018-05-19 21:44:30,2018-05-23 08:13:42,41.47
5101,5101,4,Dragonfly Express,2018-06-14 13:37:49,2018-06-19 15:07:54,48.10
5102,5102,5,RapidAir,2017-07-04 07:26:58,2017-07-09 18:54:31,17.26
5103,5103,4,Loggi,2017-03-26 05:58:19,2017-03-28 14:59:14,34.68
5104,5104,5,RapidAir,2018-07-05 23:40:14,2018-07-12 13:57:39,21.93
5105,5105,4,Correios,2017-12-06 11:57:18,2017-12-10 20:31:16,30.84
5106,5106,3,Dragonfly Express,2017-11-24 11:09:36,2017-12-01 03:08:09,45.72
5107,5107,5,Correios,2018-06-27 13:58:18,2018-07-03 15:30:35,31.60
5108,5108,4,RapidAir,2018-06-26 19:41:34,2018-07-01 09:15:11,26.57
5109,5109,1,Loggi,2018-02-14 06:07:48,2018-02-20 01:38:13,22.50
5110,5110,4,Stark Logistics,2018-03-05 03:40:22,2018-03-11 09:40:05,19.22
5111,5111,3,Correios,2017-03-14 17:26:14,2017-03-18 01:11:36,18.38
5112,5112,4,Loggi,2017-02-07 13:19:39,2017-02-09 21:44:28,16.78
5113,5113,5,Loggi,2017-05-29 00:01:38,2017-05-29 22:58:28,11.02
5114,5114,4,Loggi,2017-11-26 14:01:59,2017-11-27 08:45:48,7.04
5115,5115,5,Dragonfly Express,2017-06-11 10:07:21,2017-06-11 14:37:12,26.24
5116,5116,1,Loggi,2017-04-20 03:54:39,2017-04-23 12:19:32,19.51
5117,5117,4,Dragonfly Express,2017-12-16 06:25:36,2017-12-20 01:58:50,22.48
5118,5118,1,Loggi,2017-12-13 12:15:40,2017-12-15 14:43:18,21.83
5119,5119,5,Correios,2018-01-26 11:55:20,2018-02-01 18:34:25,22.23
5120,5120,1,Stark Logistics,2017-09-21 03:27:33,2017-09-25 15:50:25,34.54
5121,5121,2,Stark Logistics,2017-02-03 21:56:14,2017-02-07 16:36:10,10.16
5122,5122,3,Stark Logistics,2018-08-08 18:36:41,2018-08-13 06:06:45,12.00
5123,5123,1,Correios,2018-04-17 17:33:25,2018-04-20 04:54:01,28.16
5124,5124,4,Stark Logistics,2018-08-20 18:34:33,2018-08-25 12:27:10,13.13
5125,5125,2,RapidAir,2018-02-28 22:14:19,2018-02-28 23:32:15,16.33
5126,5126,5,Dragonfly Express,2018-04-01 09:27:18,2018-04-01 23:04:55,22.79
5127,5127,3,Dragonfly Express,2018-08-16 04:05:16,2018-08-22 03:24:44,8.23
5128,5128,5,Correios,2018-02-03 19:11:19,2018-02-04 22:01:53,35.37
5129,5129,5,Correios,2017-11-28 03:14:11,2017-12-03 08:03:44,24.36
5130,5130,2,Loggi,2017-12-24 09:39:26,2017-12-28 21:50:30,5.08
5131,5131,1,Dragonfly Express,2018-02-15 11:46:09,2018-02-19 16:27:45,14.40
5132,5132,3,Dragonfly Express,2018-02-22 18:36:50,2018-02-28 16:18:47,46.89
5133,5133,2,Dragonfly Express,2017-02-08 16:47:38,2017-02-13 16:35:02,22.10
5134,5134,3,Correios,2018-01-09 19:00:21,2018-01-15 17:16:41,42.51
5135,5135,1,Loggi,2017-07-31 08:50:06,2017-08-03 18:02:01,31.74
5136,5136,1,Stark Logistics,2018-07-25 04:02:36,2018-07-26 18:31:15,43.14
5137,5137,2,Stark Logistics,2018-08-09 10:25:59,2018-08-12 12:00:42,17.32
5138,5138,1,Correios,2017-01-29 11:45:27,2017-02-03 05:44:16,23.47
5139,5139,3,Stark Logistics,2018-07-14 09:07:18,2018-07-19 17:48:50,46.07
5140,5140,4,Stark Logistics,2017-11-26 16:00:27,2017-11-29 08:54:01,41.42
5141,5141,1,Stark Logistics,2018-01-18 23:30:44,2018-01-24 20:21:22,15.03
5142,5142,1,Stark Logistics,2018-04-17 10:55:02,2018-04-20 03:35:08,18.87
5143,5143,3,Correios,2018-03-21 06:33:13,2018-03-23 18:45:07,37.97
5144,5144,4,Correios,2017-11-27 01:23:56,2017-12-02 20:05:57,35.04
5145,5145,4,RapidAir,2017-06-28 13:00:03,2017-06-30 13:37:55,47.54
5146,5146,1,Dragonfly Express,2018-02-26 11:26:15,2018-03-05 01:32:20,44.92
5147,5147,2,RapidAir,2017-07-25 19:11:18,2017-07-30 08:18:39,49.43
5148,5148,1,RapidAir,2017-10-04 07:54:25,2017-10-07 01:26:19,38.59
5149,5149,3,Dragonfly Express,2018-07-27 07:37:56,2018-07-31 18:59:56,8.67
5150,5150,5,RapidAir,2018-09-14 13:51:00,2018-09-16 03:40:59,6.70
5151,5151,2,Dragonfly Express,2017-12-13 10:42:02,2017-12-16 06:32:14,11.22
5152,5152,4,RapidAir,2018-08-02 15:14:23,2018-08-08 01:17:00,29.31
5153,5153,4,RapidAir,2017-07-15 21:05:06,2017-07-21 10:18:23,16.53
5154,5154,1,Stark Logistics,2017-04-10 14:16:52,2017-04-16 14:59:17,47.72
5155,5155,4,Dragonfly Express,2017-08-11 03:22:35,2017-08-16 04:43:40,7.83
5156,5156,2,Correios,2018-08-16 08:32:55,2018-08-16 13:54:22,45.52
5157,5157,1,Dragonfly Express,2018-05-02 10:13:17,2018-05-06 13:10:13,5.27
5158,5158,1,Stark Logistics,2018-01-12 19:34:21,2018-01-16 07:26:28,32.38
5159,5159,1,Stark Logistics,2018-01-24 01:22:45,2018-01-25 01:10:12,19.91
5160,5160,5,Dragonfly Express,2018-02-12 10:46:19,2018-02-18 20:25:12,33.43
5161,5161,4,Stark Logistics,2017-10-01 18:30:27,2017-10-08 06:54:05,36.87
5162,5162,2,RapidAir,2017-05-25 03:53:33,2017-05-25 18:58:12,34.26
5163,5163,3,RapidAir,2018-05-23 03:35:33,2018-05-27 14:31:49,36.41
5164,5164,5,Loggi,2017-08-01 16:29:38,2017-08-07 16:26:24,46.52
5165,5165,2,Stark Logistics,2018-03-22 17:35:43,2018-03-24 23:38:31,37.41
5166,5166,3,Correios,2018-05-02 15:13:01,2018-05-08 04:19:20,35.10
5167,5167,3,RapidAir,2017-08-11 06:51:40,2017-08-12 20:09:39,18.61
5168,5168,2,Loggi,2017-09-05 23:28:45,2017-09-10 05:29:10,32.53
5169,5169,1,Dragonfly Express,2018-02-26 04:53:12,2018-03-03 02:26:15,35.26
5170,5170,2,Loggi,2018-01-20 05:49:13,2018-01-25 01:55:56,45.35
5171,5171,3,Dragonfly Express,2018-05-06 13:07:50,2018-05-12 21:15:07,27.83
5172,5172,1,Loggi,2017-10-21 00:49:25,2017-10-26 07:06:07,44.46
5173,5173,2,Dragonfly Express,2018-01-25 04:15:05,2018-01-30 16:27:25,45.11
5174,5174,1,Stark Logistics,2017-09-06 03:36:07,2017-09-11 06:40:59,7.91
5175,5175,1,Dragonfly Express,2018-01-15 11:29:18,2018-01-17 16:44:38,18.85
5176,5176,3,Dragonfly Express,2018-07-14 14:30:50,2018-07-17 03:04:08,31.35
5177,5177,2,Loggi,2017-09-15 12:59:16,2017-09-16 14:49:35,35.59
5178,5178,1,Loggi,2018-01-30 21:56:05,2018-01-31 09:20:50,40.29
5179,5179,3,Loggi,2018-07-26 05:03:14,2018-08-02 02:28:39,43.38
5180,5180,1,Loggi,2018-08-19 21:41:52,2018-08-20 03:24:46,41.54
5181,5181,5,Loggi,2018-04-08 12:52:20,2018-04-13 19:46:34,35.00
5182,5182,3,Dragonfly Express,2017-11-26 00:31:54,2017-11-26 05:14:27,45.74
5183,5183,3,Correios,2017-07-26 23:22:50,2017-07-30 06:46:34,37.01
5184,5184,1,Stark Logistics,2018-03-16 14:30:32,2018-03-17 19:52:25,19.94
5185,5185,3,Loggi,2017-12-06 11:23:26,2017-12-11 15:24:50,28.00
5186,5186,1,RapidAir,2017-08-01 02:34:36,2017-08-07 09:31:05,6.47
5187,5187,4,Correios,2017-12-22 11:19:48,2017-12-22 12:55:38,12.27
5188,5188,1,Loggi,2017-10-14 10:10:23,2017-10-19 16:50:15,48.38
5189,5189,4,Dragonfly Express,2017-01-26 05:52:09,2017-01-28 18:47:57,47.55
5190,5190,5,Correios,2017-12-23 09:01:59,2017-12-30 06:09:32,38.07
5191,5191,5,Stark Logistics,2018-01-05 06:49:59,2018-01-07 15:36:47,13.09
5192,5192,4,Loggi,2018-05-29 03:27:36,2018-06-04 18:08:11,20.95
5193,5193,3,Dragonfly Express,2017-11-14 08:21:51,2017-11-14 23:07:15,35.26
5194,5194,4,Stark Logistics,2018-08-01 22:35:14,2018-08-05 16:02:18,24.61
5195,5195,5,Stark Logistics,2018-03-12 22:09:01,2018-03-17 10:30:47,10.58
5196,5196,1,Loggi,2018-03-21 17:14:16,2018-03-22 08:06:34,34.55
5197,5197,5,Loggi,2017-09-27 06:00:16,2017-10-02 15:19:37,19.44
5198,5198,2,Stark Logistics,2018-06-29 01:56:53,2018-07-04 20:19:56,43.85
5199,5199,1,RapidAir,2017-02-23 11:17:00,2017-02-23 21:09:44,9.14
5200,5200,3,Correios,2018-02-24 16:23:03,2018-02-26 13:02:07,40.17
5201,5201,4,RapidAir,2018-04-17 06:19:26,2018-04-19 03:29:55,41.73
5202,5202,5,Loggi,2017-08-26 06:00:49,2017-08-28 16:09:17,43.67
5203,5203,1,Stark Logistics,2017-06-28 07:25:40,2017-06-29 22:09:53,41.48
5204,5204,3,RapidAir,2017-06-18 23:58:55,2017-06-23 19:39:05,43.47
5205,5205,4,Stark Logistics,2018-05-19 18:37:03,2018-05-21 14:46:11,48.14
5206,5206,5,Stark Logistics,2018-01-20 12:07:39,2018-01-23 13:21:22,34.94
5207,5207,1,Dragonfly Express,2018-02-15 21:45:49,2018-02-21 03:53:02,49.85
5208,5208,2,Correios,2018-06-27 16:29:55,2018-06-29 10:06:35,38.31
5209,5209,3,Loggi,2017-10-16 09:05:12,2017-10-17 06:23:35,13.45
5210,5210,5,Stark Logistics,2018-06-08 12:13:33,2018-06-13 22:48:04,36.61
5211,5211,3,RapidAir,2018-08-17 11:47:22,2018-08-19 11:36:58,9.74
5212,5212,1,RapidAir,2017-11-18 12:42:26,2017-11-20 19:41:24,17.37
5213,5213,1,Dragonfly Express,2018-06-27 15:07:36,2018-07-03 17:27:49,40.71
5214,5214,3,Correios,2018-07-27 15:59:35,2018-08-02 13:16:00,31.81
5215,5215,2,RapidAir,2018-07-06 23:17:37,2018-07-10 15:43:52,17.75
5216,5216,1,RapidAir,2018-02-17 15:46:50,2018-02-23 09:04:58,37.71
5217,5217,5,Stark Logistics,2017-12-30 21:26:13,2018-01-03 15:52:37,20.35
5218,5218,2,RapidAir,2017-05-24 00:41:29,2017-05-25 22:19:09,48.17
5219,5219,1,Stark Logistics,2017-11-27 08:28:23,2017-11-29 12:41:02,22.72
5220,5220,1,Loggi,2018-04-05 21:59:50,2018-04-08 04:38:30,46.26
5221,5221,2,Stark Logistics,2017-07-08 23:37:44,2017-07-11 08:06:01,23.62
5222,5222,2,Correios,2017-08-31 13:56:45,2017-09-01 03:40:00,27.12
5223,5223,4,RapidAir,2018-01-15 08:47:14,2018-01-15 19:46:17,48.84
5224,5224,4,RapidAir,2017-08-22 02:04:53,2017-08-22 14:48:18,11.81
5225,5225,1,Correios,2017-08-01 21:53:31,2017-08-07 09:37:51,36.66
5226,5226,1,Loggi,2017-07-27 07:45:08,2017-08-03 00:29:23,12.37
5227,5227,2,Dragonfly Express,2018-02-13 04:32:46,2018-02-17 11:15:46,32.89
5228,5228,5,Correios,2017-12-24 08:01:43,2017-12-25 11:44:42,32.38
5229,5229,5,Dragonfly Express,2018-03-01 07:13:58,2018-03-02 18:34:13,40.04
5230,5230,5,RapidAir,2017-06-18 09:29:38,2017-06-19 13:44:11,39.92
5231,5231,2,Stark Logistics,2018-03-23 21:41:43,2018-03-27 21:32:52,8.79
5232,5232,3,Loggi,2017-11-09 01:33:33,2017-11-09 06:37:53,48.74
5233,5233,3,Stark Logistics,2017-01-29 10:02:04,2017-01-31 06:09:08,25.54
5234,5234,2,Stark Logistics,2018-07-28 17:55:15,2018-07-29 07:22:21,22.85
5235,5235,2,RapidAir,2017-12-25 21:28:46,2017-12-27 17:25:10,35.16
5236,5236,3,RapidAir,2016-10-08 19:40:14,2016-10-10 06:03:18,15.98
5237,5237,3,RapidAir,2017-10-14 14:25:57,2017-10-21 07:02:26,13.05
5238,5238,1,Dragonfly Express,2018-03-22 06:25:47,2018-03-28 09:30:53,15.55
5239,5239,2,Correios,2017-06-13 10:23:42,2017-06-17 00:12:29,23.44
5240,5240,5,Dragonfly Express,2018-03-27 23:34:47,2018-03-31 01:19:52,23.79
5241,5241,3,RapidAir,2018-08-09 16:03:34,2018-08-09 18:57:08,9.62
5242,5242,4,Stark Logistics,2018-07-23 08:00:18,2018-07-24 07:51:52,44.61
5243,5243,5,Loggi,2018-07-16 23:47:50,2018-07-18 12:34:34,6.71
5244,5244,2,Loggi,2018-02-16 05:01:56,2018-02-18 03:08:51,30.99
5245,5245,4,Correios,2018-06-07 06:27:49,2018-06-09 15:36:11,42.22
5246,5246,2,Stark Logistics,2018-03-26 22:47:01,2018-03-31 03:06:27,31.84
5247,5247,5,Dragonfly Express,2018-06-10 19:11:56,2018-06-17 17:27:11,23.74
5248,5248,3,Loggi,2017-02-06 06:56:05,2017-02-06 11:11:35,19.78
5249,5249,2,RapidAir,2018-08-08 10:44:48,2018-08-11 09:13:36,21.21
5250,5250,2,Loggi,2017-05-31 23:20:28,2017-06-06 17:16:18,49.34
5251,5251,5,RapidAir,2018-06-16 01:14:09,2018-06-22 01:30:08,5.83
5252,5252,1,Correios,2017-08-12 08:15:46,2017-08-15 03:19:18,22.91
5253,5253,2,Dragonfly Express,2018-08-02 01:48:01,2018-08-04 07:35:39,17.22
5254,5254,1,Dragonfly Express,2018-03-03 16:27:35,2018-03-09 00:30:29,6.51
5255,5255,4,Dragonfly Express,2017-09-21 23:00:13,2017-09-28 12:05:00,42.74
5256,5256,2,Stark Logistics,2017-03-06 20:50:34,2017-03-11 12:01:50,22.47
5257,5257,5,Stark Logistics,2017-04-25 23:53:50,2017-04-28 05:55:00,10.00
5258,5258,4,Loggi,2018-05-15 02:16:13,2018-05-16 01:53:59,40.00
5259,5259,2,Dragonfly Express,2018-02-13 12:53:39,2018-02-19 10:41:17,12.23
5260,5260,1,Stark Logistics,2018-05-16 21:35:03,2018-05-19 09:57:52,20.93
5261,5261,1,Correios,2018-02-17 09:03:57,2018-02-18 19:05:20,9.75
5262,5262,5,Stark Logistics,2018-08-12 06:19:11,2018-08-14 03:30:38,49.21
5263,5263,1,Loggi,2018-05-23 19:14:57,2018-05-27 03:39:04,27.52
5264,5264,2,Loggi,2018-04-23 22:05:32,2018-04-27 07:14:30,22.47
5265,5265,2,Loggi,2017-10-16 03:53:12,2017-10-19 21:22:58,37.30
5266,5266,2,Stark Logistics,2017-09-14 13:47:09,2017-09-16 12:41:06,23.38
5267,5267,3,Stark Logistics,2018-02-28 22:27:49,2018-03-04 19:12:54,43.22
5268,5268,3,Loggi,2018-07-30 17:10:36,2018-08-02 11:40:24,19.16
5269,5269,2,Correios,2018-04-25 08:06:00,2018-04-25 13:21:01,38.10
5270,5270,5,Stark Logistics,2018-06-17 17:37:35,2018-06-23 01:49:52,25.30
5271,5271,2,Correios,2017-11-06 05:17:43,2017-11-12 19:23:47,45.50
5272,5272,3,RapidAir,2017-09-20 15:39:32,2017-09-24 09:04:21,15.66
5273,5273,1,Stark Logistics,2018-08-17 15:00:18,2018-08-24 03:07:32,9.69
5274,5274,3,Loggi,2017-02-02 13:50:24,2017-02-08 04:12:54,48.99
5275,5275,1,Correios,2018-01-08 19:32:37,2018-01-13 02:33:57,12.32
5276,5276,3,Loggi,2017-03-30 05:29:22,2017-04-02 14:22:32,8.90
5277,5277,3,Correios,2017-12-10 16:25:46,2017-12-15 13:41:27,12.44
5278,5278,4,Loggi,2017-08-05 14:16:46,2017-08-11 03:55:36,20.30
5279,5279,2,Correios,2018-08-17 23:39:06,2018-08-23 19:50:19,32.60
5280,5280,1,Dragonfly Express,2017-08-25 12:29:11,2017-08-26 20:35:05,29.92
5281,5281,4,Stark Logistics,2018-02-04 06:32:55,2018-02-10 22:09:27,24.85
5282,5282,5,RapidAir,2018-08-17 23:20:31,2018-08-18 15:09:36,27.33
5283,5283,1,Correios,2017-10-16 08:19:49,2017-10-22 16:31:45,19.37
5284,5284,2,Correios,2017-11-11 04:04:03,2017-11-16 08:04:44,6.02
5285,5285,4,Loggi,2017-05-25 01:28:21,2017-05-25 20:45:35,13.16
5286,5286,4,RapidAir,2018-01-17 00:43:32,2018-01-19 22:59:01,37.88
5287,5287,5,Dragonfly Express,2018-04-27 02:54:42,2018-05-03 17:20:35,43.97
5288,5288,5,Loggi,2018-02-22 06:52:25,2018-02-26 11:12:13,24.34
5289,5289,1,RapidAir,2018-08-16 19:29:16,2018-08-19 06:29:27,37.57
5290,5290,3,Correios,2017-02-24 23:41:59,2017-02-26 02:06:18,9.60
5291,5291,2,Correios,2018-05-10 09:34:40,2018-05-15 06:24:26,11.93
5292,5292,5,RapidAir,2017-11-26 04:47:21,2017-11-30 21:05:58,49.92
5293,5293,1,RapidAir,2017-06-16 18:13:48,2017-06-22 17:21:35,15.73
5294,5294,4,RapidAir,2017-01-26 22:00:12,2017-01-26 22:08:17,31.54
5295,5295,5,RapidAir,2017-11-26 13:23:55,2017-11-26 16:50:34,22.31
5296,5296,5,Loggi,2018-02-20 05:00:37,2018-02-23 01:02:02,26.40
5297,5297,5,Stark Logistics,2018-08-16 11:37:47,2018-08-19 02:56:42,25.00
5298,5298,2,Loggi,2018-02-18 03:17:13,2018-02-23 04:39:59,5.82
5299,5299,4,Stark Logistics,2018-03-11 07:19:52,2018-03-16 16:34:06,43.46
5300,5300,1,RapidAir,2018-01-30 04:48:19,2018-02-04 16:31:32,20.18
5301,5301,4,Correios,2017-11-23 18:27:50,2017-11-28 09:09:37,29.62
5302,5302,5,Correios,2018-06-10 18:09:23,2018-06-14 19:32:45,40.81
5303,5303,4,Stark Logistics,2017-08-25 04:48:37,2017-08-29 21:05:53,29.86
5304,5304,4,RapidAir,2017-07-06 13:21:51,2017-07-08 15:21:51,44.14
5305,5305,4,Dragonfly Express,2017-07-16 20:43:44,2017-07-19 15:53:53,16.33
5306,5306,3,Loggi,2018-08-02 05:29:38,2018-08-02 23:22:28,28.40
5307,5307,2,RapidAir,2017-09-15 19:08:34,2017-09-16 05:23:26,45.16
5308,5308,4,Stark Logistics,2018-08-15 12:18:05,2018-08-18 09:37:15,49.99
5309,5309,1,Loggi,2017-09-19 04:16:50,2017-09-24 07:04:11,43.15
5310,5310,3,RapidAir,2018-03-01 06:13:23,2018-03-07 00:00:02,32.59
5311,5311,1,Dragonfly Express,2018-05-16 17:53:16,2018-05-20 09:58:18,36.36
5312,5312,1,Dragonfly Express,2017-09-14 01:22:26,2017-09-14 09:43:31,43.75
5313,5313,3,Stark Logistics,2017-05-29 12:30:37,2017-06-03 16:29:34,43.94
5314,5314,4,Correios,2017-10-03 22:08:29,2017-10-08 04:41:18,48.73
5315,5315,1,Stark Logistics,2018-07-19 10:45:14,2018-07-25 21:01:17,28.16
5316,5316,3,Stark Logistics,2017-12-07 09:03:42,2017-12-13 12:25:43,35.24
5317,5317,5,RapidAir,2017-10-20 12:52:31,2017-10-27 11:49:56,27.29
5318,5318,4,Loggi,2017-12-24 23:08:42,2017-12-26 03:41:10,21.73
5319,5319,1,RapidAir,2017-07-19 07:43:05,2017-07-19 18:37:54,7.42
5320,5320,3,RapidAir,2017-06-14 23:28:53,2017-06-19 20:54:48,33.96
5321,5321,4,RapidAir,2017-11-30 13:59:09,2017-12-04 22:50:46,31.16
5322,5322,5,Loggi,2017-04-26 02:25:27,2017-05-02 07:29:11,12.92
5323,5323,3,Stark Logistics,2017-11-18 19:09:37,2017-11-24 17:35:08,20.68
5324,5324,3,Loggi,2017-02-20 01:11:38,2017-02-23 00:38:08,9.77
5325,5325,1,Dragonfly Express,2018-01-11 01:44:34,2018-01-13 02:01:57,31.43
5326,5326,1,Dragonfly Express,2017-08-14 03:55:51,2017-08-16 18:44:52,30.12
5327,5327,1,RapidAir,2017-09-17 01:50:49,2017-09-19 19:36:14,38.83
5328,5328,5,Loggi,2017-05-30 08:06:02,2017-06-01 23:43:08,30.17
5329,5329,5,Dragonfly Express,2017-03-09 06:55:13,2017-03-14 07:35:44,34.46
5330,5330,1,RapidAir,2018-04-01 09:45:24,2018-04-04 13:02:02,15.32
5331,5331,3,Dragonfly Express,2017-11-27 21:18:36,2017-11-28 12:05:17,37.11
5332,5332,4,Dragonfly Express,2018-04-09 16:57:02,2018-04-13 13:41:56,12.99
5333,5333,4,RapidAir,2018-08-02 13:13:06,2018-08-05 20:47:15,25.00
5334,5334,4,Dragonfly Express,2018-07-17 11:20:59,2018-07-24 05:34:17,48.14
5335,5335,5,Stark Logistics,2018-07-19 14:45:41,2018-07-23 03:55:47,49.90
5336,5336,5,Stark Logistics,2018-02-27 12:15:23,2018-03-05 00:04:48,30.23
5337,5337,5,Stark Logistics,2018-01-11 00:51:04,2018-01-15 17:21:34,13.08
5338,5338,5,Correios,2018-02-27 04:47:34,2018-03-01 01:32:39,23.94
5339,5339,4,Dragonfly Express,2017-11-15 13:59:17,2017-11-21 00:21:34,21.14
5340,5340,2,RapidAir,2017-10-02 22:46:10,2017-10-04 18:09:48,23.22
5341,5341,5,Dragonfly Express,2018-03-23 01:19:44,2018-03-24 07:37:23,47.68
5342,5342,5,Correios,2017-05-02 22:02:37,2017-05-07 07:28:48,16.83
5343,5343,3,RapidAir,2017-11-20 09:00:18,2017-11-26 15:24:54,14.42
5344,5344,2,Stark Logistics,2017-10-24 06:45:42,2017-10-26 08:30:53,45.32
5345,5345,3,Correios,2018-05-17 09:43:40,2018-05-19 06:28:36,35.60
5346,5346,2,Loggi,2018-08-21 21:59:29,2018-08-22 19:12:00,36.23
