payment_key,order_key,payment_type,payment_installments,payment_value
32372,36495,credit_card,5,267.99
32373,41141,boleto,1,100.92
32374,72134,boleto,1,84.66
32375,98573,credit_card,1,45.61
32376,3098,credit_card,3,104.72
32377,98829,boleto,1,43.10
32378,64537,credit_card,6,129.20
32379,17928,boleto,1,171.00
32380,88591,credit_card,1,45.00
32381,86400,credit_card,4,223.44
32382,32964,credit_card,1,86.85
32383,37167,credit_card,6,60.46
32384,12897,credit_card,2,25.03
32385,52628,boleto,1,54.20
32386,78992,credit_card,1,98.65
32387,95828,credit_card,3,139.22
32388,56854,credit_card,1,115.45
32389,51325,credit_card,2,76.19
32390,32477,credit_card,1,41.75
32391,3790,credit_card,9,624.24
32392,20430,credit_card,3,31.77
32393,40659,credit_card,1,127.92
32394,77687,voucher,1,23.10
32395,94696,credit_card,9,91.68
32396,81864,credit_card,5,264.48
32397,27063,voucher,1,5.84
32398,29670,boleto,1,78.10
32399,19621,credit_card,3,153.90
32400,25701,credit_card,1,57.53
32401,32453,boleto,1,183.51
32402,26112,voucher,1,92.20
32403,75708,credit_card,9,95.78
32404,20446,credit_card,8,239.77
32405,53048,credit_card,1,31.43
32406,24174,credit_card,4,256.16
32407,82550,boleto,1,99.33
32408,20241,credit_card,5,252.09
32409,86209,credit_card,3,114.69
32410,87928,credit_card,1,56.39
32411,5049,voucher,1,19.00
32412,91892,credit_card,1,51.41
32413,56840,credit_card,2,87.55
32414,25439,credit_card,7,101.24
32415,80118,boleto,1,35.00
32416,36929,credit_card,1,220.74
32417,32123,credit_card,10,158.71
32418,49659,credit_card,1,163.13
32419,89121,credit_card,2,234.84
32420,21512,credit_card,3,87.58
32421,22268,credit_card,4,99.75
32422,42033,credit_card,1,22.78
32423,17114,credit_card,2,44.38
32424,48642,boleto,1,257.46
32425,54209,boleto,1,191.67
32426,50126,credit_card,1,65.39
32427,70053,credit_card,1,27.20
32428,84423,credit_card,3,35.19
32429,39707,credit_card,2,23.17
32430,38168,credit_card,3,108.81
32431,90506,credit_card,1,27.68
32432,86007,credit_card,1,50.00
32433,51575,credit_card,2,110.01
32434,17650,credit_card,2,112.03
32435,59836,credit_card,1,62.37
32436,72807,boleto,1,124.93
32437,30317,credit_card,1,25.09
32438,74105,credit_card,3,228.69
32439,15132,boleto,1,106.51
32440,18159,credit_card,3,83.41
32441,10999,credit_card,3,154.10
32442,29888,boleto,1,44.66
32443,40026,voucher,1,12.33
32444,31086,credit_card,3,35.77
32445,14420,credit_card,1,106.78
32446,50700,credit_card,1,39.75
32447,15015,credit_card,2,96.10
32448,34758,credit_card,4,98.62
32449,74539,credit_card,1,71.53
32450,33859,credit_card,1,67.63
32451,85709,boleto,1,363.05
32452,71096,credit_card,3,102.70
32453,25946,boleto,1,122.98
32454,22401,boleto,1,51.64
32455,91183,credit_card,1,55.00
32456,32701,credit_card,3,148.02
32457,95048,credit_card,8,107.99
32458,94776,boleto,1,89.85
32459,85545,boleto,1,148.06
32460,33777,credit_card,1,42.54
32461,35708,credit_card,8,92.55
32462,98317,voucher,1,5.16
32463,1189,boleto,1,49.86
32464,1109,boleto,1,86.79
32465,78631,credit_card,3,85.16
32466,6687,boleto,1,227.61
32467,23498,credit_card,8,82.97
32468,13868,credit_card,2,132.08
32469,8478,credit_card,2,40.29
32470,31194,credit_card,10,2026.54
32471,92746,credit_card,5,464.98
32472,45515,credit_card,1,434.73
32473,6221,boleto,1,79.24
32474,76743,credit_card,3,130.25
32475,25314,credit_card,1,67.44
32476,9678,credit_card,2,156.63
32477,14120,credit_card,1,68.53
32478,56517,boleto,1,64.18
32479,4065,credit_card,8,83.57
32480,45275,boleto,1,208.07
32481,39542,credit_card,2,207.12
32482,55253,credit_card,1,41.64
32483,53492,voucher,1,49.83
32484,81672,credit_card,10,1951.95
32485,51691,credit_card,6,107.79
32486,95870,credit_card,3,105.38
32487,40898,voucher,1,72.03
32488,16970,credit_card,1,113.29
32489,81525,credit_card,1,90.00
32490,4628,credit_card,4,139.62
32491,72803,credit_card,1,82.33
32492,83463,credit_card,9,96.88
32493,59031,boleto,1,138.15
32494,48179,credit_card,1,85.11
32495,20280,credit_card,1,45.09
32496,76792,credit_card,1,257.21
32497,81707,credit_card,1,219.27
32498,33176,credit_card,1,47.69
32499,1911,credit_card,2,68.82
32500,25554,credit_card,6,86.73
32501,81023,credit_card,1,50.62
32502,28731,credit_card,3,63.22
32503,42943,credit_card,4,43.22
32504,80609,boleto,1,177.76
32505,30628,boleto,1,43.22
32506,25006,credit_card,1,89.39
32507,52268,credit_card,10,1293.26
32508,63466,debit_card,1,57.51
32509,40580,credit_card,4,73.74
32510,74130,credit_card,1,137.99
32511,30763,credit_card,3,104.37
32512,93834,credit_card,4,335.47
32513,11310,credit_card,3,83.41
32514,15938,credit_card,1,90.88
32515,27720,boleto,1,53.62
32516,82614,credit_card,12,199.75
32517,63567,credit_card,5,59.31
32518,11121,credit_card,1,47.03
32519,12120,credit_card,3,165.13
32520,25933,voucher,1,4.03
32521,95953,credit_card,6,100.35
32522,36060,boleto,1,26.38
32523,58181,credit_card,8,85.54
32524,27529,credit_card,2,85.73
32525,43267,credit_card,7,424.26
32526,95865,credit_card,10,101.60
32527,9182,credit_card,1,38.09
32528,77581,boleto,1,75.85
32529,1962,credit_card,1,58.27
32530,39273,credit_card,2,67.16
32531,56141,voucher,1,218.72
32532,93720,credit_card,10,140.49
32533,65002,credit_card,1,123.34
32534,88828,credit_card,1,40.63
32535,4072,credit_card,2,63.52
32536,77395,credit_card,1,128.84
32537,81680,credit_card,2,46.00
32538,78736,credit_card,1,102.92
32539,89225,credit_card,1,66.07
32540,47232,credit_card,10,188.45
32541,12370,credit_card,2,106.16
32542,81564,credit_card,6,82.33
32543,69538,credit_card,2,44.26
32544,68555,credit_card,20,488.58
32545,31463,boleto,1,44.23
32546,44450,credit_card,2,153.10
32547,21538,credit_card,2,29.69
32548,12058,credit_card,2,270.54
32549,45272,credit_card,1,8.10
32550,99357,credit_card,1,186.62
32551,94268,voucher,1,35.59
32552,294,voucher,1,53.89
32553,68675,boleto,1,42.79
32554,19180,voucher,1,26.80
32555,52699,credit_card,3,30.79
32556,92140,boleto,1,633.50
32557,65864,boleto,1,141.26
32558,89268,credit_card,2,140.38
32559,57713,credit_card,1,24.77
32560,41057,credit_card,1,94.63
32561,57771,credit_card,5,109.81
32562,6544,credit_card,1,104.37
32563,78742,credit_card,6,137.67
32564,19887,credit_card,1,91.29
32565,39520,credit_card,7,514.11
32566,28229,credit_card,1,52.75
32567,86198,credit_card,4,175.88
32568,21229,credit_card,4,48.06
32569,47726,credit_card,4,99.22
32570,30753,voucher,1,20.00
32571,33077,credit_card,3,166.47
32572,40261,credit_card,1,44.13
32573,60073,credit_card,3,238.78
32574,71933,credit_card,6,63.22
32575,20140,boleto,1,82.88
32576,23219,credit_card,1,100.95
32577,38068,voucher,1,91.65
32578,15336,boleto,1,102.64
32579,6892,credit_card,3,185.93
32580,47714,credit_card,2,64.44
32581,97902,debit_card,1,61.40
32582,71776,credit_card,5,135.92
32583,733,credit_card,1,175.10
32584,70186,credit_card,8,195.88
32585,5302,debit_card,1,17.29
32586,67783,credit_card,1,36.09
32587,13365,credit_card,5,177.25
32588,34071,boleto,1,53.01
32589,61250,credit_card,2,110.37
32590,34930,voucher,1,25.00
32591,98858,credit_card,1,63.91
32592,63450,credit_card,2,140.49
32593,87905,credit_card,1,37.72
32594,83176,boleto,1,77.79
32595,31278,voucher,1,51.49
32596,13477,credit_card,3,196.50
32597,70488,credit_card,1,116.94
32598,82222,credit_card,1,35.84
32599,90753,boleto,1,42.80
32600,96921,credit_card,1,35.80
32601,84787,credit_card,4,80.78
32602,25197,credit_card,5,62.01
32603,24004,boleto,1,97.87
32604,35574,credit_card,6,142.10
32605,7132,credit_card,3,37.37
32606,7294,credit_card,4,55.60
32607,81986,credit_card,1,77.81
32608,93081,credit_card,6,66.67
32609,65976,credit_card,3,89.96
32610,91557,credit_card,10,117.44
32611,75150,credit_card,4,244.52
32612,58315,credit_card,5,175.79
32613,54109,boleto,1,254.75
32614,75834,boleto,1,50.02
32615,72585,debit_card,1,844.98
32616,95125,credit_card,2,101.14
32617,54830,boleto,1,157.81
32618,42494,credit_card,4,103.86
32619,43114,boleto,1,155.62
32620,76485,credit_card,2,52.58
32621,17673,voucher,1,119.99
32622,34577,credit_card,2,61.05
32623,66145,credit_card,5,168.74
32624,95116,boleto,1,76.58
32625,64835,credit_card,4,46.04
32626,80977,credit_card,4,142.45
32627,60902,credit_card,5,100.54
32628,28612,credit_card,1,72.00
32629,29139,credit_card,10,103.37
32630,51995,credit_card,1,63.17
32631,56444,credit_card,10,152.09
32632,55854,credit_card,1,87.70
32633,89654,boleto,1,99.43
32634,31106,credit_card,3,67.15
32635,87631,credit_card,4,132.17
32636,18990,credit_card,2,159.21
32637,6462,boleto,1,102.93
32638,17644,credit_card,5,83.73
32639,23653,credit_card,8,514.70
32640,88943,credit_card,1,59.34
32641,46780,boleto,1,247.65
32642,71164,credit_card,5,197.07
32643,93536,credit_card,2,249.41
32644,20182,credit_card,1,183.53
32645,85311,credit_card,7,224.10
32646,925,credit_card,2,63.73
32647,22896,credit_card,6,64.10
32648,98547,credit_card,4,203.79
32649,3125,credit_card,4,92.57
32650,75399,voucher,1,50.00
32651,22690,credit_card,3,223.77
32652,79488,boleto,1,138.08
32653,71782,boleto,1,28.40
32654,67340,credit_card,3,164.66
32655,2881,voucher,1,8.57
32656,43615,credit_card,4,59.30
32657,6009,boleto,1,144.58
32658,67301,credit_card,1,99.43
32659,66858,credit_card,4,1303.50
32660,9913,credit_card,2,127.98
32661,90948,credit_card,2,60.01
32662,80422,voucher,1,12.34
32663,40263,credit_card,5,59.82
32664,7326,credit_card,2,114.45
32665,78942,credit_card,4,43.83
32666,9788,credit_card,2,123.10
32667,35565,credit_card,1,211.93
32668,4859,credit_card,4,164.40
32669,94361,credit_card,3,160.12
32670,63955,boleto,1,50.38
32671,51384,credit_card,8,550.03
32672,54688,credit_card,4,92.28
32673,59075,voucher,1,5.95
32674,85446,credit_card,3,147.78
32675,82088,credit_card,1,54.76
32676,48071,credit_card,3,184.20
32677,27744,credit_card,4,217.01
32678,31871,credit_card,4,46.61
32679,33184,credit_card,6,62.91
32680,87655,credit_card,3,45.00
32681,87577,boleto,1,90.05
32682,22545,credit_card,1,76.89
32683,13845,boleto,1,123.07
32684,45737,credit_card,10,119.48
32685,31213,boleto,1,300.36
32686,13968,boleto,1,106.76
32687,25936,credit_card,1,428.02
32688,20625,credit_card,4,42.07
32689,46421,credit_card,1,163.04
32690,1208,credit_card,6,164.79
32691,24759,voucher,1,50.00
32692,5216,credit_card,2,169.56
32693,41429,credit_card,1,112.54
32694,21521,credit_card,1,64.13
32695,48064,credit_card,1,30.86
32696,60761,credit_card,4,129.53
32697,45754,credit_card,3,180.25
32698,15442,boleto,1,142.89
32699,38899,credit_card,1,19.33
32700,58421,credit_card,1,25.31
32701,1418,credit_card,8,161.97
32702,92622,boleto,1,1641.51
32703,52057,credit_card,3,181.64
32704,68023,voucher,1,43.42
32705,67953,boleto,1,256.11
32706,31193,credit_card,3,175.82
32707,86812,credit_card,1,29.51
32708,15307,credit_card,3,88.29
32709,94681,credit_card,1,80.22
32710,64245,credit_card,1,44.42
32711,51868,voucher,1,0.48
32712,41936,boleto,1,59.09
32713,91664,credit_card,2,90.23
32714,90476,credit_card,5,102.68
32715,70437,boleto,1,46.64
32716,88630,credit_card,3,121.62
32717,49474,voucher,1,15.19
32718,84177,voucher,1,14.20
32719,22625,credit_card,4,123.69
32720,52239,credit_card,3,98.88
32721,16749,credit_card,1,86.08
32722,10936,credit_card,2,100.04
32723,41316,credit_card,2,199.07
32724,70432,credit_card,10,590.05
32725,78990,credit_card,2,138.72
32726,37615,credit_card,1,61.02
32727,11716,credit_card,3,266.18
32728,35935,credit_card,2,85.79
32729,73222,credit_card,8,545.24
32730,38011,credit_card,4,42.85
32731,49528,credit_card,2,145.00
32732,19472,credit_card,2,128.19
32733,9112,credit_card,1,60.00
32734,13039,credit_card,1,37.50
32735,74844,boleto,1,85.15
32736,64310,credit_card,3,37.45
32737,80817,credit_card,3,107.90
32738,465,credit_card,4,218.00
32739,41384,credit_card,1,44.53
32740,73776,voucher,1,69.41
32741,48726,credit_card,2,43.93
32742,2246,credit_card,3,211.91
32743,52467,credit_card,6,307.68
32744,94871,credit_card,1,31.69
32745,20179,credit_card,1,27.75
32746,77417,credit_card,1,87.13
32747,48429,credit_card,1,13.17
32748,91317,credit_card,3,166.60
32749,60479,credit_card,1,69.58
32750,76172,boleto,1,84.80
32751,4101,credit_card,4,120.84
32752,22862,boleto,1,36.35
32753,70492,boleto,1,160.57
32754,50193,credit_card,5,423.47
32755,86349,credit_card,4,45.53
32756,21897,credit_card,2,157.79
32757,74137,credit_card,1,37.93
32758,27852,credit_card,1,35.09
32759,96406,voucher,1,63.45
32760,97356,boleto,1,60.11
32761,23575,boleto,1,102.87
32762,13104,credit_card,4,53.01
32763,26152,credit_card,3,150.14
32764,40961,boleto,1,91.97
32765,32317,credit_card,1,57.39
32766,93281,boleto,1,212.02
32767,10856,credit_card,2,43.87
32768,30400,credit_card,4,106.16
32769,29178,credit_card,1,62.71
32770,14694,credit_card,4,78.60
32771,42753,credit_card,2,86.45
32772,85825,credit_card,10,131.25
32773,35585,voucher,1,26.73
32774,51670,credit_card,8,166.98
32775,14328,credit_card,8,102.64
32776,84916,credit_card,6,62.71
32777,53344,boleto,1,35.00
32778,42716,boleto,1,59.90
32779,95709,credit_card,5,676.92
32780,81266,credit_card,4,46.66
32781,13513,voucher,1,29.11
32782,53935,boleto,1,105.78
32783,79307,credit_card,1,134.20
32784,39151,credit_card,5,66.59
32785,8988,voucher,1,301.75
32786,76311,credit_card,2,186.79
32787,49398,boleto,1,76.08
32788,79041,credit_card,1,108.50
32789,34258,credit_card,1,462.07
32790,48591,boleto,1,70.84
32791,1684,credit_card,6,200.45
32792,8607,credit_card,1,80.19
32793,60004,credit_card,2,44.45
32794,46026,credit_card,3,117.23
32795,32485,credit_card,10,114.56
32796,98971,credit_card,5,50.01
32797,43768,credit_card,5,115.02
32798,66909,credit_card,2,126.08
32799,77379,credit_card,5,113.84
32800,37341,boleto,1,85.94
32801,71550,credit_card,1,200.76
32802,40813,credit_card,2,44.10
32803,41186,credit_card,5,57.59
32804,67,credit_card,1,39.99
32805,67347,credit_card,8,106.78
32806,55389,credit_card,4,360.03
32807,11511,credit_card,1,104.60
32808,38443,credit_card,6,132.13
32809,9106,credit_card,1,45.53
32810,46818,credit_card,8,83.06
32811,93625,credit_card,5,55.09
32812,3026,boleto,1,76.78
32813,93749,credit_card,7,136.19
32814,22437,boleto,1,41.05
32815,61729,credit_card,2,80.60
32816,11531,credit_card,4,114.79
32817,10669,credit_card,8,81.11
32818,83776,credit_card,2,109.59
32819,51153,credit_card,1,107.30
32820,27183,boleto,1,864.98
32821,19460,credit_card,5,242.02
32822,40017,credit_card,6,342.15
32823,89995,credit_card,2,58.37
32824,7023,credit_card,8,462.14
32825,45548,credit_card,3,36.78
32826,80934,boleto,1,79.38
32827,44152,credit_card,1,55.85
32828,75438,credit_card,7,205.85
32829,87719,credit_card,1,81.24
32830,16026,credit_card,8,82.98
32831,33424,credit_card,5,59.00
32832,55867,credit_card,2,42.87
32833,63263,credit_card,8,400.93
32834,63192,credit_card,3,167.13
32835,91975,credit_card,2,128.06
32836,62126,credit_card,1,37.38
32837,26594,boleto,1,75.29
32838,63399,credit_card,1,75.44
32839,80599,credit_card,1,37.77
32840,44838,credit_card,3,37.38
32841,58301,credit_card,2,49.23
32842,71118,credit_card,7,140.00
32843,84532,credit_card,4,122.36
32844,55965,boleto,1,34.00
32845,43302,credit_card,1,153.12
32846,10092,credit_card,1,87.32
32847,71350,credit_card,1,33.75
32848,84071,boleto,1,39.62
32849,16685,boleto,1,74.69
32850,41317,credit_card,4,210.56
32851,30184,credit_card,5,66.28
32852,91370,credit_card,3,100.57
32853,25807,credit_card,1,19.86
32854,34852,boleto,1,126.54
32855,26812,credit_card,1,98.03
32856,8507,credit_card,2,172.14
32857,2597,credit_card,3,186.19
32858,35896,boleto,1,89.88
32859,932,credit_card,2,80.51
32860,32844,boleto,1,35.84
32861,73067,credit_card,4,215.31
32862,15144,boleto,1,40.10
32863,65325,credit_card,1,117.45
32864,83977,credit_card,3,101.10
32865,80126,credit_card,1,55.00
32866,74825,credit_card,1,72.67
32867,78784,credit_card,3,84.56
32868,21640,credit_card,6,189.32
32869,76422,credit_card,3,228.26
32870,78650,credit_card,2,171.12
32871,1444,credit_card,1,54.42
32872,85969,credit_card,1,65.79
32873,89988,voucher,1,15.75
32874,68214,boleto,1,55.13
32875,15693,credit_card,2,21.76
32876,54805,credit_card,1,50.68
32877,67020,credit_card,1,79.68
32878,53719,credit_card,5,133.57
32879,36728,credit_card,6,113.77
32880,30975,credit_card,7,231.88
32881,69105,credit_card,8,107.78
32882,47967,boleto,1,123.25
32883,7778,credit_card,1,35.69
32884,95033,credit_card,10,143.83
32885,14690,credit_card,1,18.77
32886,22653,boleto,1,153.38
32887,82753,credit_card,1,39.04
32888,93822,credit_card,2,123.34
32889,50913,voucher,1,32.00
32890,55171,credit_card,1,61.33
32891,86654,credit_card,2,176.26
32892,96856,credit_card,10,485.02
32893,15692,credit_card,10,310.90
32894,96533,credit_card,6,66.73
32895,26598,boleto,1,90.44
32896,25783,credit_card,3,145.47
32897,2962,credit_card,4,49.60
32898,63741,credit_card,4,214.44
32899,11431,boleto,1,742.93
32900,37706,credit_card,4,246.26
32901,50270,credit_card,2,125.01
32902,38499,credit_card,1,106.77
32903,67561,credit_card,1,4.45
32904,31096,credit_card,2,112.42
32905,84851,credit_card,6,188.55
32906,77121,credit_card,2,75.53
32907,33003,credit_card,5,242.37
32908,11524,credit_card,1,93.57
32909,93056,credit_card,1,79.24
32910,36718,credit_card,7,76.65
32911,42324,boleto,1,183.92
32912,25851,boleto,1,63.14
32913,19809,credit_card,1,7.13
32914,11102,boleto,1,357.90
32915,8579,boleto,1,36.69
32916,3152,credit_card,2,128.64
32917,17992,boleto,1,93.90
32918,51836,credit_card,2,29.34
32919,7415,credit_card,4,44.71
32920,45870,credit_card,1,72.85
32921,67527,boleto,1,93.48
32922,95764,boleto,1,45.38
32923,79558,credit_card,6,148.15
32924,10990,credit_card,1,121.70
32925,83079,credit_card,1,109.34
32926,45576,credit_card,1,51.14
32927,54913,voucher,1,73.76
32928,20526,credit_card,4,94.73
32929,67841,credit_card,1,37.53
32930,96547,credit_card,6,229.66
32931,81514,credit_card,2,135.04
32932,89310,credit_card,1,57.11
32933,38977,credit_card,1,137.60
32934,65545,credit_card,3,1152.62
32935,25840,credit_card,1,97.80
32936,40145,credit_card,1,27.26
32937,18981,credit_card,2,150.39
32938,88218,credit_card,8,108.37
32939,67641,credit_card,7,72.08
32940,49425,credit_card,1,107.81
32941,94155,credit_card,1,55.01
32942,67210,credit_card,2,113.77
32943,96809,credit_card,1,89.75
32944,31129,credit_card,6,73.62
32945,86350,credit_card,3,101.14
32946,96428,credit_card,4,80.56
32947,551,credit_card,3,53.82
32948,69445,credit_card,2,114.96
32949,78533,boleto,1,27.78
32950,91660,credit_card,4,350.18
32951,60256,boleto,1,147.31
32952,40700,credit_card,2,92.64
32953,64826,voucher,1,161.67
32954,16329,voucher,1,2.98
32955,63163,boleto,1,124.27
32956,17578,credit_card,1,33.05
32957,66264,credit_card,1,82.61
32958,91636,credit_card,5,59.24
32959,33497,voucher,1,7.38
32960,32302,credit_card,8,250.09
32961,83608,boleto,1,127.10
32962,65728,voucher,1,20.00
32963,67747,voucher,1,68.93
32964,15602,credit_card,8,80.96
32965,73579,credit_card,2,27.68
32966,92661,credit_card,4,85.08
32967,38775,voucher,1,111.94
32968,70010,credit_card,1,124.52
32969,19788,credit_card,8,214.77
32970,5671,boleto,1,79.19
32971,50873,credit_card,3,48.24
32972,22551,credit_card,2,25.78
32973,5299,credit_card,10,1662.02
32974,40192,credit_card,1,31.13
32975,92393,voucher,1,100.00
32976,50118,credit_card,1,143.49
32977,49480,credit_card,1,57.70
32978,50273,credit_card,1,65.43
32979,20230,credit_card,1,79.64
32980,72502,credit_card,4,122.02
32981,47983,credit_card,3,92.41
32982,94103,credit_card,1,51.59
32983,95157,credit_card,1,19.64
32984,39099,credit_card,1,59.00
32985,2960,credit_card,4,86.15
32986,91641,boleto,1,124.93
32987,51574,credit_card,2,128.10
32988,19473,boleto,1,135.72
32989,41575,credit_card,1,1.14
32990,86395,credit_card,2,82.12
32991,48694,credit_card,6,160.54
32992,3719,credit_card,4,87.71
32993,48873,credit_card,2,31.80
32994,77458,credit_card,5,378.50
32995,85261,credit_card,2,97.33
32996,82380,credit_card,1,132.34
32997,64589,credit_card,5,215.05
32998,93547,boleto,1,172.81
32999,11730,credit_card,1,51.69
33000,85246,credit_card,3,90.63
33001,91953,credit_card,6,75.07
33002,21653,credit_card,2,67.98
33003,67814,boleto,1,31.84
33004,82807,credit_card,3,99.22
33005,24099,credit_card,1,73.15
33006,91521,credit_card,3,182.91
33007,33831,credit_card,5,279.29
33008,29934,credit_card,1,16.29
33009,56169,credit_card,3,112.49
33010,27384,credit_card,8,201.61
33011,62409,credit_card,8,205.34
33012,38677,voucher,1,20.45
33013,48529,credit_card,3,76.08
33014,63412,boleto,1,209.54
33015,10432,credit_card,1,0.15
33016,16551,credit_card,8,218.64
33017,90292,credit_card,3,61.11
33018,88854,boleto,1,50.01
33019,78081,credit_card,8,208.05
33020,88744,credit_card,4,89.19
33021,76640,credit_card,1,42.35
33022,4512,credit_card,5,175.98
33023,21267,credit_card,2,229.72
33024,57413,credit_card,10,2267.28
33025,3399,credit_card,2,41.09
33026,46798,credit_card,2,79.23
33027,58514,boleto,1,67.91
33028,15330,credit_card,3,102.74
33029,43611,boleto,1,100.33
33030,40758,credit_card,2,62.76
33031,19415,credit_card,3,180.21
33032,79614,credit_card,3,182.91
33033,50433,credit_card,8,88.41
33034,58233,boleto,1,38.86
33035,30637,credit_card,2,232.94
33036,39738,voucher,1,122.07
33037,22430,credit_card,3,275.91
33038,23490,credit_card,4,56.86
33039,14775,credit_card,2,139.74
33040,69243,credit_card,1,58.74
33041,64149,boleto,1,194.02
33042,78095,boleto,1,177.90
33043,60584,credit_card,1,3.13
33044,46073,credit_card,6,92.80
33045,89266,credit_card,1,75.29
33046,19959,credit_card,3,37.79
33047,84070,credit_card,3,38.27
33048,87879,boleto,1,78.38
33049,92306,credit_card,3,81.73
33050,35639,boleto,1,85.62
33051,66880,boleto,1,68.13
33052,81317,credit_card,5,75.53
33053,50316,credit_card,2,78.78
33054,42748,boleto,1,47.31
33055,65025,boleto,1,24.33
33056,45777,credit_card,10,106.80
33057,21773,credit_card,1,178.59
33058,51998,credit_card,1,22.38
33059,96355,credit_card,1,57.51
33060,33001,credit_card,1,188.74
33061,19251,credit_card,2,137.75
33062,85740,boleto,1,65.92
33063,98983,boleto,1,55.10
33064,97003,credit_card,5,169.05
33065,25221,credit_card,10,614.68
33066,27940,credit_card,1,39.83
33067,32517,credit_card,9,461.77
33068,63662,credit_card,3,123.18
33069,260,credit_card,1,48.83
33070,74711,credit_card,1,221.70
33071,64560,credit_card,5,372.19
33072,56948,credit_card,3,37.13
33073,55121,credit_card,2,21.10
33074,42923,boleto,1,123.21
33075,70748,credit_card,1,108.42
33076,37923,debit_card,1,20.61
33077,16316,credit_card,4,148.32
33078,61336,boleto,1,54.38
33079,28681,credit_card,3,148.02
33080,69477,credit_card,2,116.62
33081,46840,boleto,1,103.14
33082,49028,credit_card,4,102.03
33083,83571,boleto,1,160.37
33084,93786,credit_card,1,39.13
33085,18451,credit_card,2,174.63
33086,30625,credit_card,10,117.74
33087,68511,credit_card,1,53.54
33088,93254,voucher,1,9.92
33089,60466,credit_card,4,654.41
33090,78332,boleto,1,94.98
33091,84985,credit_card,4,215.14
33092,78153,credit_card,8,98.08
33093,72010,voucher,1,22.74
33094,43237,credit_card,8,192.56
33095,31593,credit_card,1,2.03
33096,83981,credit_card,1,90.88
33097,98470,credit_card,2,79.56
33098,70365,credit_card,10,260.50
33099,72690,credit_card,8,190.33
33100,34679,boleto,1,53.58
33101,61486,credit_card,2,201.53
33102,60717,credit_card,2,113.42
33103,85547,credit_card,5,54.33
33104,98119,boleto,1,103.63
33105,72203,boleto,1,794.18
33106,40044,boleto,1,64.10
33107,62101,credit_card,3,124.54
33108,61389,voucher,1,20.00
33109,69305,boleto,1,85.27
33110,12653,credit_card,6,67.16
33111,33053,credit_card,10,858.65
33112,66482,credit_card,1,40.99
33113,31035,credit_card,3,39.27
33114,46063,credit_card,4,221.71
33115,6215,credit_card,8,303.40
33116,44312,boleto,1,69.03
33117,74531,credit_card,3,94.49
33118,32859,credit_card,1,165.66
33119,21590,credit_card,10,174.85
33120,74801,debit_card,1,76.61
33121,27567,credit_card,1,97.85
33122,81049,credit_card,1,30.23
33123,4754,voucher,1,100.00
33124,22883,credit_card,10,246.87
33125,58474,credit_card,7,782.34
33126,9592,credit_card,6,86.64
33127,29109,credit_card,2,110.03
33128,77724,credit_card,2,315.33
33129,54490,credit_card,4,64.44
33130,89039,credit_card,9,158.52
33131,27562,credit_card,3,50.63
33132,58136,boleto,1,69.03
33133,66133,boleto,1,81.78
33134,940,boleto,1,86.02
33135,28239,credit_card,1,96.74
33136,17720,credit_card,10,317.30
33137,64093,credit_card,3,54.34
33138,19744,credit_card,3,148.02
33139,71632,credit_card,5,251.85
33140,35417,credit_card,10,137.99
33141,93436,credit_card,1,223.82
33142,33142,credit_card,4,44.10
33143,89665,credit_card,3,62.39
33144,18496,credit_card,3,32.47
33145,60739,debit_card,1,56.52
33146,79226,credit_card,4,352.18
33147,76667,boleto,1,114.45
33148,22337,credit_card,2,104.17
33149,62704,credit_card,1,51.96
33150,41244,credit_card,3,159.21
33151,14160,credit_card,3,460.61
33152,18212,credit_card,10,568.50
33153,17812,credit_card,1,41.01
33154,96403,credit_card,3,167.86
33155,20593,voucher,1,21.98
33156,94134,credit_card,3,163.80
33157,63077,credit_card,9,90.17
33158,7368,credit_card,2,55.79
33159,98420,credit_card,4,258.30
33160,44948,voucher,1,108.57
33161,38591,credit_card,7,105.28
33162,96565,credit_card,7,591.40
33163,43473,voucher,1,26.87
33164,52415,boleto,1,105.67
33165,24245,credit_card,5,108.92
33166,63478,credit_card,2,25.77
33167,40894,credit_card,3,188.32
33168,96165,credit_card,9,98.72
33169,79099,credit_card,1,121.61
33170,53724,credit_card,2,184.59
33171,81698,credit_card,1,115.07
33172,49403,credit_card,5,120.28
33173,59741,credit_card,1,47.29
33174,95367,credit_card,1,113.44
33175,47719,credit_card,2,59.18
33176,31344,credit_card,1,31.38
33177,2326,credit_card,2,85.62
33178,50494,credit_card,7,70.14
33179,29194,voucher,1,125.67
33180,18257,credit_card,1,369.66
33181,86688,credit_card,1,43.62
33182,78310,credit_card,1,44.72
33183,10939,credit_card,2,173.82
33184,55083,credit_card,1,45.11
33185,61295,voucher,1,33.61
33186,94087,credit_card,1,42.40
33187,74384,boleto,1,72.85
33188,3214,credit_card,2,52.34
33189,38492,voucher,1,24.18
33190,97297,credit_card,5,175.36
33191,5585,credit_card,3,174.40
33192,49203,credit_card,2,514.15
33193,32372,credit_card,3,64.40
33194,1315,credit_card,1,121.87
33195,68469,credit_card,1,62.59
33196,88635,credit_card,10,227.27
33197,6390,credit_card,6,137.52
33198,38838,credit_card,8,457.83
33199,60618,credit_card,1,160.55
33200,49316,voucher,1,35.75
33201,71199,boleto,1,82.56
33202,31929,credit_card,10,243.07
33203,53836,credit_card,1,64.03
33204,27165,credit_card,7,75.65
